%time Wind Power_wind
20705 10.8043801 51493.8026653
20706 10.8043801 51493.8026653
20707 10.8043801 51493.8026653
20708 10.8043801 51493.8026653
20709 10.8043801 51493.8026653
20710 10.8043801 51493.8026653
20711 10.8043801 51493.8026653
20712 10.8043801 51493.8026653
20713 10.8043801 51493.8026653
20714 10.8043801 51493.8026653
20715 10.8043801 51493.8026653
20716 10.8043801 51493.8026653
20717 10.8043801 51493.8026653
20718 10.8043801 51493.8026653
20719 10.8043801 51493.8026653
20720 10.8043801 51493.8026653
20721 10.8043801 51493.8026653
20722 10.8043801 51493.8026653
20723 10.8043801 51493.8026653
20724 10.8043801 51493.8026653
20725 10.8043801 51493.8026653
20726 10.8043801 51493.8026653
20727 10.8043801 51493.8026653
20728 10.8043801 51493.8026653
20729 10.8043801 51493.8026653
20730 10.8043801 51493.8026653
20731 10.8043801 51493.8026653
20732 10.8043801 51493.8026653
20733 10.8043801 51493.8026653
20734 10.8043801 51493.8026653
20735 10.8043801 51493.8026653
20736 10.8043801 51493.8026653
20737 10.8043801 51493.8026653
20738 10.8043801 51493.8026653
20739 10.8043801 51493.8026653
20740 10.8043801 51493.8026653
20741 10.8043801 51493.8026653
20742 10.8043801 51493.8026653
20743 10.8043801 51493.8026653
20744 10.8043801 51493.8026653
20745 10.8043801 51493.8026653
20746 10.8043801 51493.8026653
20747 10.8043801 51493.8026653
20748 10.8043801 51493.8026653
20749 10.8043801 51493.8026653
20750 10.8043801 51493.8026653
20751 10.8043801 51493.8026653
20752 10.8043801 51493.8026653
20753 10.8043801 51493.8026653
20754 10.8043801 51493.8026653
20755 10.8043801 51493.8026653
20756 10.8043801 51493.8026653
20757 10.8043801 51493.8026653
20758 10.8043801 51493.8026653
20759 10.8043801 51493.8026653
20760 10.8043801 51493.8026653
20761 10.8043801 51493.8026653
20762 10.8043801 51493.8026653
20763 10.8043801 51493.8026653
20764 10.8043801 51493.8026653
20765 10.8043801 51493.8026653
20766 10.8043801 51493.8026653
20767 10.8043801 51493.8026653
20768 10.8043801 51493.8026653
20769 10.8043801 51493.8026653
20770 10.8043801 51493.8026653
20771 10.8043801 51493.8026653
20772 10.8043801 51493.8026653
20773 10.8043801 51493.8026653
20774 10.8043801 51493.8026653
20775 10.8043801 51493.8026653
20776 10.8043801 51493.8026653
20777 10.8043801 51493.8026653
20778 10.8043801 51493.8026653
20779 10.8043801 51493.8026653
20780 10.8043801 51493.8026653
20781 10.8043801 51493.8026653
20782 10.8043801 51493.8026653
20783 10.8043801 51493.8026653
20784 10.8043801 51493.8026653
20785 10.8043801 51493.8026653
20786 10.8043801 51493.8026653
20787 10.8043801 51493.8026653
20788 10.8043801 51493.8026653
20789 10.8043801 51493.8026653
20790 10.8043801 51493.8026653
20791 10.8043801 51493.8026653
20792 10.8043801 51493.8026653
20793 10.8043801 51493.8026653
20794 10.8043801 51493.8026653
20795 10.8043801 51493.8026653
20796 10.8043801 51493.8026653
20797 10.8043801 51493.8026653
20798 10.8043801 51493.8026653
20799 10.8043801 51493.8026653
20800 10.8043801 51493.8026653
20801 10.8043801 51493.8026653
20802 10.8043801 51493.8026653
20803 10.8043801 51493.8026653
20804 10.8043801 51493.8026653
20805 10.8043801 51493.8026653
20806 10.8043801 51493.8026653
20807 10.8043801 51493.8026653
20808 10.8043801 51493.8026653
20809 10.8043801 51493.8026653
20810 10.8043801 51493.8026653
20811 10.8043801 51493.8026653
20812 10.8043801 51493.8026653
20813 10.8043801 51493.8026653
20814 10.8043801 51493.8026653
20815 10.8043801 51493.8026653
20816 10.8043801 51493.8026653
20817 10.8043801 51493.8026653
20818 10.8043801 51493.8026653
20819 10.8043801 51493.8026653
20820 10.8043801 51493.8026653
20821 10.8043801 51493.8026653
20822 10.8043801 51493.8026653
20823 10.8043801 51493.8026653
20824 10.8043801 51493.8026653
20825 10.8043801 51493.8026653
20826 10.8043801 51493.8026653
20827 10.8043801 51493.8026653
20828 10.8043801 51493.8026653
20829 10.8043801 51493.8026653
20830 10.8043801 51493.8026653
20831 10.8043801 51493.8026653
20832 10.8043801 51493.8026653
20833 10.8043801 51493.8026653
20834 10.8043801 51493.8026653
20835 10.8043801 51493.8026653
20836 10.8043801 51493.8026653
20837 10.8043801 51493.8026653
20838 10.8043801 51493.8026653
20839 10.8043801 51493.8026653
20840 10.8043801 51493.8026653
20841 10.8043801 51493.8026653
20842 10.8043801 51493.8026653
20843 10.8043801 51493.8026653
20844 10.8043801 51493.8026653
20845 10.8043801 51493.8026653
20846 10.8043801 51493.8026653
20847 10.8043801 51493.8026653
20848 10.8043801 51493.8026653
20849 10.8043801 51493.8026653
20850 10.8043801 51493.8026653
20851 10.8043801 51493.8026653
20852 10.8043801 51493.8026653
20853 10.8043801 51493.8026653
20854 10.8043801 51493.8026653
20855 10.8043801 51493.8026653
20856 10.8043801 51493.8026653
20857 10.8043801 51493.8026653
20858 10.8043801 51493.8026653
20859 10.8043801 51493.8026653
20860 10.8043801 51493.8026653
20861 10.8043801 51493.8026653
20862 10.8043801 51493.8026653
20863 10.8043801 51493.8026653
20864 10.8043801 51493.8026653
20865 10.8043801 51493.8026653
20866 10.8043801 51493.8026653
20867 10.8043801 51493.8026653
20868 10.8043801 51493.8026653
20869 10.8043801 51493.8026653
20870 10.8043801 51493.8026653
20871 10.8043801 51493.8026653
20872 10.8043801 51493.8026653
20873 10.8043801 51493.8026653
20874 10.8043801 51493.8026653
20875 10.8043801 51493.8026653
20876 10.8043801 51493.8026653
20877 10.8043801 51493.8026653
20878 10.8043801 51493.8026653
20879 10.8043801 51493.8026653
20880 10.8043801 51493.8026653
20881 10.8043801 51493.8026653
20882 10.8043801 51493.8026653
20883 10.8043801 51493.8026653
20884 10.8043801 51493.8026653
20885 10.8043801 51493.8026653
20886 10.8043801 51493.8026653
20887 10.8043801 51493.8026653
20888 10.8043801 51493.8026653
20889 10.8043801 51493.8026653
20890 10.8043801 51493.8026653
20891 10.8043801 51493.8026653
20892 10.8043801 51493.8026653
20893 10.8043801 51493.8026653
20894 10.8043801 51493.8026653
20895 10.8043801 51493.8026653
20896 10.8043801 51493.8026653
20897 10.8043801 51493.8026653
20898 10.8043801 51493.8026653
20899 10.8043801 51493.8026653
20900 10.8043801 51493.8026653
20901 10.8043801 51493.8026653
20902 10.8043801 51493.8026653
20903 10.8043801 51493.8026653
20904 10.8043801 51493.8026653
20905 10.8043801 51493.8026653
20906 10.8043801 51493.8026653
20907 10.8043801 51493.8026653
20908 10.8043801 51493.8026653
20909 10.8043801 51493.8026653
20910 10.8043801 51493.8026653
20911 10.8043801 51493.8026653
20912 10.8043801 51493.8026653
20913 10.8043801 51493.8026653
20914 10.8043801 51493.8026653
20915 10.8043801 51493.8026653
20916 10.8043801 51493.8026653
20917 10.8043801 51493.8026653
20918 10.8043801 51493.8026653
20919 10.8043801 51493.8026653
20920 10.8043801 51493.8026653
20921 10.8043801 51493.8026653
20922 10.8043801 51493.8026653
20923 10.8043801 51493.8026653
20924 10.8043801 51493.8026653
20925 10.8043801 51493.8026653
20926 10.8043801 51493.8026653
20927 10.8043801 51493.8026653
20928 10.8043801 51493.8026653
20929 10.8043801 51493.8026653
20930 10.8043801 51493.8026653
20931 10.8043801 51493.8026653
20932 10.8043801 51493.8026653
20933 10.8043801 51493.8026653
20934 10.8043801 51493.8026653
20935 10.8043801 51493.8026653
20936 10.8043801 51493.8026653
20937 10.8043801 51493.8026653
20938 10.8043801 51493.8026653
20939 10.8043801 51493.8026653
20940 10.8043801 51493.8026653
20941 10.8043801 51493.8026653
20942 10.8043801 51493.8026653
20943 10.8043801 51493.8026653
20944 10.8043801 51493.8026653
20945 10.8043801 51493.8026653
20946 10.8043801 51493.8026653
20947 10.8043801 51493.8026653
20948 10.8043801 51493.8026653
20949 10.8043801 51493.8026653
20950 10.8043801 51493.8026653
20951 10.8043801 51493.8026653
20952 10.8043801 51493.8026653
20953 10.8043801 51493.8026653
20954 10.8043801 51493.8026653
20955 10.8043801 51493.8026653
20956 10.8043801 51493.8026653
20957 10.8043801 51493.8026653
20958 10.8043801 51493.8026653
20959 10.8043801 51493.8026653
20960 10.8043801 51493.8026653
20961 10.8043801 51493.8026653
20962 10.8043801 51493.8026653
20963 10.8043801 51493.8026653
20964 10.8043801 51493.8026653
20965 10.8043801 51493.8026653
20966 10.8043801 51493.8026653
20967 10.8043801 51493.8026653
20968 10.8043801 51493.8026653
20969 10.8043801 51493.8026653
20970 10.8043801 51493.8026653
20971 10.8043801 51493.8026653
20972 10.8043801 51493.8026653
20973 10.8043801 51493.8026653
20974 10.8043801 51493.8026653
20975 10.8043801 51493.8026653
20976 10.8043801 51493.8026653
20977 10.8043801 51493.8026653
20978 10.8043801 51493.8026653
20979 10.8043801 51493.8026653
20980 10.8043801 51493.8026653
20981 10.8043801 51493.8026653
20982 10.8043801 51493.8026653
20983 10.8043801 51493.8026653
20984 10.8043801 51493.8026653
20985 10.8043801 51493.8026653
20986 10.8043801 51493.8026653
20987 10.8043801 51493.8026653
20988 10.8043801 51493.8026653
20989 10.8043801 51493.8026653
20990 10.8043801 51493.8026653
20991 10.8043801 51493.8026653
20992 10.8043801 51493.8026653
20993 10.8043801 51493.8026653
20994 10.8043801 51493.8026653
20995 10.8043801 51493.8026653
20996 10.8043801 51493.8026653
20997 10.8043801 51493.8026653
20998 10.8043801 51493.8026653
20999 10.8043801 51493.8026653
21000 10.8043801 51493.8026653
21001 10.8043801 51493.8026653
21002 10.8043801 51493.8026653
21003 10.8043801 51493.8026653
21004 10.8043801 51493.8026653
21005 10.8043801 51493.8026653
21006 10.8043801 51493.8026653
21007 10.8043801 51493.8026653
21008 10.8043801 51493.8026653
21009 10.8043801 51493.8026653
21010 10.8043801 51493.8026653
21011 10.8043801 51493.8026653
21012 10.8043801 51493.8026653
21013 10.8043801 51493.8026653
21014 10.8043801 51493.8026653
21015 10.8043801 51493.8026653
21016 10.8043801 51493.8026653
21017 10.8043801 51493.8026653
21018 10.8043801 51493.8026653
21019 10.8043801 51493.8026653
21020 10.8043801 51493.8026653
21021 10.8043801 51493.8026653
21022 10.8043801 51493.8026653
21023 10.8043801 51493.8026653
21024 10.8043801 51493.8026653
21025 10.8043801 51493.8026653
21026 10.8043801 51493.8026653
21027 10.8043801 51493.8026653
21028 10.8043801 51493.8026653
21029 10.8043801 51493.8026653
21030 10.8043801 51493.8026653
21031 10.8043801 51493.8026653
21032 10.8043801 51493.8026653
21033 10.8043801 51493.8026653
21034 10.8043801 51493.8026653
21035 10.8043801 51493.8026653
21036 10.8043801 51493.8026653
21037 10.8043801 51493.8026653
21038 10.8043801 51493.8026653
21039 10.8043801 51493.8026653
21040 10.8043801 51493.8026653
21041 10.8043801 51493.8026653
21042 10.8043801 51493.8026653
21043 10.8043801 51493.8026653
21044 10.8043801 51493.8026653
21045 10.8043801 51493.8026653
21046 10.8043801 51493.8026653
21047 10.8043801 51493.8026653
21048 10.8043801 51493.8026653
21049 10.8043801 51493.8026653
21050 10.8043801 51493.8026653
21051 10.8043801 51493.8026653
21052 10.8043801 51493.8026653
21053 10.8043801 51493.8026653
21054 10.8043801 51493.8026653
21055 10.8043801 51493.8026653
21056 10.8043801 51493.8026653
21057 10.8043801 51493.8026653
21058 10.8043801 51493.8026653
21059 10.8043801 51493.8026653
21060 10.8043801 51493.8026653
21061 10.8043801 51493.8026653
21062 10.8043801 51493.8026653
21063 10.8043801 51493.8026653
21064 10.8043801 51493.8026653
21065 10.8043801 51493.8026653
21066 10.8043801 51493.8026653
21067 10.8043801 51493.8026653
21068 10.8043801 51493.8026653
21069 10.8043801 51493.8026653
21070 10.8043801 51493.8026653
21071 10.8043801 51493.8026653
21072 10.8043801 51493.8026653
21073 10.8043801 51493.8026653
21074 10.8043801 51493.8026653
21075 10.8043801 51493.8026653
21076 10.8043801 51493.8026653
21077 10.8043801 51493.8026653
21078 10.8043801 51493.8026653
21079 10.8043801 51493.8026653
21080 10.8043801 51493.8026653
21081 10.8043801 51493.8026653
21082 10.8043801 51493.8026653
21083 10.8043801 51493.8026653
21084 10.8043801 51493.8026653
21085 10.8043801 51493.8026653
21086 10.8043801 51493.8026653
21087 10.8043801 51493.8026653
21088 10.8043801 51493.8026653
21089 10.8043801 51493.8026653
21090 10.8043801 51493.8026653
21091 10.8043801 51493.8026653
21092 10.8043801 51493.8026653
21093 10.8043801 51493.8026653
21094 10.8043801 51493.8026653
21095 10.8043801 51493.8026653
21096 10.8043801 51493.8026653
21097 10.8043801 51493.8026653
21098 10.8043801 51493.8026653
21099 10.8043801 51493.8026653
21100 10.8043801 51493.8026653
21101 10.8043801 51493.8026653
21102 10.8043801 51493.8026653
21103 10.8043801 51493.8026653
21104 10.8043801 51493.8026653
21105 10.8043801 51493.8026653
21106 10.8043801 51493.8026653
21107 10.8043801 51493.8026653
21108 10.8043801 51493.8026653
21109 10.8043801 51493.8026653
21110 10.8043801 51493.8026653
21111 10.8043801 51493.8026653
21112 10.8043801 51493.8026653
21113 10.8043801 51493.8026653
21114 10.8043801 51493.8026653
21115 10.8043801 51493.8026653
21116 10.8043801 51493.8026653
21117 10.8043801 51493.8026653
21118 10.8043801 51493.8026653
21119 10.8043801 51493.8026653
21120 10.8043801 51493.8026653
21121 10.8043801 51493.8026653
21122 10.8043801 51493.8026653
21123 10.8043801 51493.8026653
21124 10.8043801 51493.8026653
21125 10.8043801 51493.8026653
21126 10.8043801 51493.8026653
21127 10.8043801 51493.8026653
21128 10.8043801 51493.8026653
21129 10.8043801 51493.8026653
21130 10.8043801 51493.8026653
21131 10.8043801 51493.8026653
21132 10.8043801 51493.8026653
21133 10.8043801 51493.8026653
21134 10.8043801 51493.8026653
21135 10.8043801 51493.8026653
21136 10.8043801 51493.8026653
21137 10.8043801 51493.8026653
21138 10.8043801 51493.8026653
21139 10.8043801 51493.8026653
21140 10.8043801 51493.8026653
21141 10.8043801 51493.8026653
21142 10.8043801 51493.8026653
21143 10.8043801 51493.8026653
21144 10.8043801 51493.8026653
21145 10.8043801 51493.8026653
21146 10.8043801 51493.8026653
21147 10.8043801 51493.8026653
21148 10.8043801 51493.8026653
21149 10.8043801 51493.8026653
21150 10.8043801 51493.8026653
21151 10.8043801 51493.8026653
21152 10.8043801 51493.8026653
21153 10.8043801 51493.8026653
21154 10.8043801 51493.8026653
21155 10.8043801 51493.8026653
21156 10.8043801 51493.8026653
21157 10.8043801 51493.8026653
21158 10.8043801 51493.8026653
21159 10.8043801 51493.8026653
21160 10.8043801 51493.8026653
21161 10.8043801 51493.8026653
21162 10.8043801 51493.8026653
21163 10.8043801 51493.8026653
21164 10.8043801 51493.8026653
21165 10.8043801 51493.8026653
21166 10.8043801 51493.8026653
21167 10.8043801 51493.8026653
21168 10.8043801 51493.8026653
21169 10.8043801 51493.8026653
21170 10.8043801 51493.8026653
21171 10.8043801 51493.8026653
21172 10.8043801 51493.8026653
21173 10.8043801 51493.8026653
21174 10.8043801 51493.8026653
21175 10.8043801 51493.8026653
21176 10.8043801 51493.8026653
21177 10.8043801 51493.8026653
21178 10.8043801 51493.8026653
21179 10.8043801 51493.8026653
21180 10.8043801 51493.8026653
21181 10.8043801 51493.8026653
21182 10.8043801 51493.8026653
21183 10.8043801 51493.8026653
21184 10.8043801 51493.8026653
21185 10.8043801 51493.8026653
21186 10.8043801 51493.8026653
21187 10.8043801 51493.8026653
21188 10.8043801 51493.8026653
21189 10.8043801 51493.8026653
21190 10.8043801 51493.8026653
21191 10.8043801 51493.8026653
21192 10.8043801 51493.8026653
21193 10.8043801 51493.8026653
21194 10.8043801 51493.8026653
21195 10.8043801 51493.8026653
21196 10.8043801 51493.8026653
21197 10.8043801 51493.8026653
21198 10.8043801 51493.8026653
21199 10.8043801 51493.8026653
21200 10.8043801 51493.8026653
21201 10.8043801 51493.8026653
21202 10.8043801 51493.8026653
21203 10.8043801 51493.8026653
21204 10.8043801 51493.8026653
21205 10.8043801 51493.8026653
21206 10.8043801 51493.8026653
21207 10.8043801 51493.8026653
21208 10.8043801 51493.8026653
21209 10.8043801 51493.8026653
21210 10.8043801 51493.8026653
21211 10.8043801 51493.8026653
21212 10.8043801 51493.8026653
21213 10.8043801 51493.8026653
21214 10.8043801 51493.8026653
21215 10.8043801 51493.8026653
21216 10.8043801 51493.8026653
21217 10.8043801 51493.8026653
21218 10.8043801 51493.8026653
21219 10.8043801 51493.8026653
21220 10.8043801 51493.8026653
21221 10.8043801 51493.8026653
21222 10.8043801 51493.8026653
21223 10.8043801 51493.8026653
21224 10.8043801 51493.8026653
21225 10.8043801 51493.8026653
21226 10.8043801 51493.8026653
21227 10.8043801 51493.8026653
21228 10.8043801 51493.8026653
21229 10.8043801 51493.8026653
21230 10.8043801 51493.8026653
21231 10.8043801 51493.8026653
21232 10.8043801 51493.8026653
21233 10.8043801 51493.8026653
21234 10.8043801 51493.8026653
21235 10.8043801 51493.8026653
21236 10.8043801 51493.8026653
21237 10.8043801 51493.8026653
21238 10.8043801 51493.8026653
21239 10.8043801 51493.8026653
21240 10.8043801 51493.8026653
21241 10.8043801 51493.8026653
21242 10.8043801 51493.8026653
21243 10.8043801 51493.8026653
21244 10.8043801 51493.8026653
21245 10.8043801 51493.8026653
21246 10.8043801 51493.8026653
21247 10.8043801 51493.8026653
21248 10.8043801 51493.8026653
21249 10.8043801 51493.8026653
21250 10.8043801 51493.8026653
21251 10.8043801 51493.8026653
21252 10.8043801 51493.8026653
21253 10.8043801 51493.8026653
21254 10.8043801 51493.8026653
21255 10.8043801 51493.8026653
21256 10.8043801 51493.8026653
21257 10.8043801 51493.8026653
21258 10.8043801 51493.8026653
21259 10.8043801 51493.8026653
21260 10.8043801 51493.8026653
21261 10.8043801 51493.8026653
21262 10.8043801 51493.8026653
21263 10.8043801 51493.8026653
21264 10.8043801 51493.8026653
21265 10.8043801 51493.8026653
21266 10.8043801 51493.8026653
21267 10.8043801 51493.8026653
21268 10.8043801 51493.8026653
21269 10.8043801 51493.8026653
21270 10.8043801 51493.8026653
21271 10.8043801 51493.8026653
21272 10.8043801 51493.8026653
21273 10.8043801 51493.8026653
21274 10.8043801 51493.8026653
21275 10.8043801 51493.8026653
21276 10.8043801 51493.8026653
21277 10.8043801 51493.8026653
21278 10.8043801 51493.8026653
21279 10.8043801 51493.8026653
21280 10.8043801 51493.8026653
21281 10.8043801 51493.8026653
21282 10.8043801 51493.8026653
21283 10.8043801 51493.8026653
21284 10.8043801 51493.8026653
21285 10.8043801 51493.8026653
21286 10.8043801 51493.8026653
21287 10.8043801 51493.8026653
21288 10.8043801 51493.8026653
21289 10.8043801 51493.8026653
21290 10.8043801 51493.8026653
21291 10.8043801 51493.8026653
21292 10.8043801 51493.8026653
21293 10.8043801 51493.8026653
21294 10.8043801 51493.8026653
21295 10.8043801 51493.8026653
21296 10.8043801 51493.8026653
21297 10.8043801 51493.8026653
21298 10.8043801 51493.8026653
21299 10.8043801 51493.8026653
21300 10.8043801 51493.8026653
21301 10.8043801 51493.8026653
21302 10.8043801 51493.8026653
21303 10.8043801 51493.8026653
21304 10.8043801 51493.8026653
21305 10.8043801 51493.8026653
21306 10.8043801 51493.8026653
21307 10.8043801 51493.8026653
21308 10.8043801 51493.8026653
21309 10.8043801 51493.8026653
21310 10.8043801 51493.8026653
21311 10.8043801 51493.8026653
21312 10.8043801 51493.8026653
21313 10.8043801 51493.8026653
21314 10.8043801 51493.8026653
21315 10.8043801 51493.8026653
21316 10.8043801 51493.8026653
21317 10.8043801 51493.8026653
21318 10.8043801 51493.8026653
21319 10.8043801 51493.8026653
21320 10.8043801 51493.8026653
21321 10.8043801 51493.8026653
21322 10.8043801 51493.8026653
21323 10.8043801 51493.8026653
21324 10.8043801 51493.8026653
21325 10.8043801 51493.8026653
21326 10.8043801 51493.8026653
21327 10.8043801 51493.8026653
21328 10.8043801 51493.8026653
21329 10.8043801 51493.8026653
21330 10.8043801 51493.8026653
21331 10.8043801 51493.8026653
21332 10.8043801 51493.8026653
21333 10.8043801 51493.8026653
21334 10.8043801 51493.8026653
21335 10.8043801 51493.8026653
21336 10.8043801 51493.8026653
21337 10.8043801 51493.8026653
21338 10.8043801 51493.8026653
21339 10.8043801 51493.8026653
21340 10.8043801 51493.8026653
21341 10.8043801 51493.8026653
21342 10.8043801 51493.8026653
21343 10.8043801 51493.8026653
21344 10.8043801 51493.8026653
21345 10.8043801 51493.8026653
21346 10.8043801 51493.8026653
21347 10.8043801 51493.8026653
21348 10.8043801 51493.8026653
21349 10.8043801 51493.8026653
21350 10.8043801 51493.8026653
21351 10.8043801 51493.8026653
21352 10.8043801 51493.8026653
21353 10.8043801 51493.8026653
21354 10.8043801 51493.8026653
21355 10.8043801 51493.8026653
21356 10.8043801 51493.8026653
21357 10.8043801 51493.8026653
21358 10.8043801 51493.8026653
21359 10.8043801 51493.8026653
21360 10.8043801 51493.8026653
21361 10.8043801 51493.8026653
21362 10.8043801 51493.8026653
21363 10.8043801 51493.8026653
21364 10.8043801 51493.8026653
21365 10.8043801 51493.8026653
21366 10.8043801 51493.8026653
21367 10.8043801 51493.8026653
21368 10.8043801 51493.8026653
21369 10.8043801 51493.8026653
21370 10.8043801 51493.8026653
21371 10.8043801 51493.8026653
21372 10.8043801 51493.8026653
21373 10.8043801 51493.8026653
21374 10.8043801 51493.8026653
21375 10.8043801 51493.8026653
21376 10.8043801 51493.8026653
21377 10.8043801 51493.8026653
21378 10.8043801 51493.8026653
21379 10.8043801 51493.8026653
21380 10.8043801 51493.8026653
21381 10.8043801 51493.8026653
21382 10.8043801 51493.8026653
21383 10.8043801 51493.8026653
21384 10.8043801 51493.8026653
21385 10.8043801 51493.8026653
21386 10.8043801 51493.8026653
21387 10.8043801 51493.8026653
21388 10.8043801 51493.8026653
21389 10.8043801 51493.8026653
21390 10.8043801 51493.8026653
21391 10.8043801 51493.8026653
21392 10.8043801 51493.8026653
21393 10.8043801 51493.8026653
21394 10.8043801 51493.8026653
21395 10.8043801 51493.8026653
21396 10.8043801 51493.8026653
21397 10.8043801 51493.8026653
21398 10.8043801 51493.8026653
21399 10.8043801 51493.8026653
21400 10.8043801 51493.8026653
21401 10.8043801 51493.8026653
21402 10.8043801 51493.8026653
21403 10.8043801 51493.8026653
21404 10.8043801 51493.8026653
21405 10.8043801 51493.8026653
21406 10.8043801 51493.8026653
21407 10.8043801 51493.8026653
21408 10.8043801 51493.8026653
21409 10.8043801 51493.8026653
21410 10.8043801 51493.8026653
21411 10.8043801 51493.8026653
21412 10.8043801 51493.8026653
21413 10.8043801 51493.8026653
21414 10.8043801 51493.8026653
21415 10.8043801 51493.8026653
21416 10.8043801 51493.8026653
21417 10.8043801 51493.8026653
21418 10.8043801 51493.8026653
21419 10.8043801 51493.8026653
21420 10.8043801 51493.8026653
21421 10.8043801 51493.8026653
21422 10.8043801 51493.8026653
21423 10.8043801 51493.8026653
21424 10.8043801 51493.8026653
21425 10.8043801 51493.8026653
21426 10.8043801 51493.8026653
21427 10.8043801 51493.8026653
21428 10.8043801 51493.8026653
21429 10.8043801 51493.8026653
21430 10.8043801 51493.8026653
21431 10.8043801 51493.8026653
21432 10.8043801 51493.8026653
21433 10.8043801 51493.8026653
21434 10.8043801 51493.8026653
21435 10.8043801 51493.8026653
21436 10.8043801 51493.8026653
21437 10.8043801 51493.8026653
21438 10.8043801 51493.8026653
21439 10.8043801 51493.8026653
21440 10.8043801 51493.8026653
21441 10.8043801 51493.8026653
21442 10.8043801 51493.8026653
21443 10.8043801 51493.8026653
21444 10.8043801 51493.8026653
21445 10.8043801 51493.8026653
21446 10.8043801 51493.8026653
21447 10.8043801 51493.8026653
21448 10.8043801 51493.8026653
21449 10.8043801 51493.8026653
21450 10.8043801 51493.8026653
21451 10.8043801 51493.8026653
21452 10.8043801 51493.8026653
21453 10.8043801 51493.8026653
21454 10.8043801 51493.8026653
21455 10.8043801 51493.8026653
21456 10.8043801 51493.8026653
21457 10.8043801 51493.8026653
21458 10.8043801 51493.8026653
21459 10.8043801 51493.8026653
21460 10.8043801 51493.8026653
21461 10.8043801 51493.8026653
21462 10.8043801 51493.8026653
21463 10.8043801 51493.8026653
21464 10.8043801 51493.8026653
21465 10.8043801 51493.8026653
21466 10.8043801 51493.8026653
21467 10.8043801 51493.8026653
21468 10.8043801 51493.8026653
21469 10.8043801 51493.8026653
21470 10.8043801 51493.8026653
21471 10.8043801 51493.8026653
21472 10.8043801 51493.8026653
21473 10.8043801 51493.8026653
21474 10.8043801 51493.8026653
21475 10.8043801 51493.8026653
21476 10.8043801 51493.8026653
21477 10.8043801 51493.8026653
21478 10.8043801 51493.8026653
21479 10.8043801 51493.8026653
21480 10.8043801 51493.8026653
21481 10.8043801 51493.8026653
21482 10.8043801 51493.8026653
21483 10.8043801 51493.8026653
21484 10.8043801 51493.8026653
21485 10.8043801 51493.8026653
21486 10.8043801 51493.8026653
21487 10.8043801 51493.8026653
21488 10.8043801 51493.8026653
21489 10.8043801 51493.8026653
21490 10.8043801 51493.8026653
21491 10.8043801 51493.8026653
21492 10.8043801 51493.8026653
21493 10.8043801 51493.8026653
21494 10.8043801 51493.8026653
21495 10.8043801 51493.8026653
21496 10.8043801 51493.8026653
21497 10.8043801 51493.8026653
21498 10.8043801 51493.8026653
21499 10.8043801 51493.8026653
21500 10.8043801 51493.8026653
21501 10.8043801 51493.8026653
21502 10.8043801 51493.8026653
21503 10.8043801 51493.8026653
21504 10.8043801 51493.8026653
21505 10.8043801 51493.8026653
21506 10.8043801 51493.8026653
21507 10.8043801 51493.8026653
21508 10.8043801 51493.8026653
21509 10.8043801 51493.8026653
21510 10.8043801 51493.8026653
21511 10.8043801 51493.8026653
21512 10.8043801 51493.8026653
21513 10.8043801 51493.8026653
21514 10.8043801 51493.8026653
21515 10.8043801 51493.8026653
21516 10.8043801 51493.8026653
21517 10.8043801 51493.8026653
21518 10.8043801 51493.8026653
21519 10.8043801 51493.8026653
21520 10.8043801 51493.8026653
21521 10.8043801 51493.8026653
21522 10.8043801 51493.8026653
21523 10.8043801 51493.8026653
21524 10.8043801 51493.8026653
21525 10.8043801 51493.8026653
21526 10.8043801 51493.8026653
21527 10.8043801 51493.8026653
21528 10.8043801 51493.8026653
21529 10.8043801 51493.8026653
21530 10.8043801 51493.8026653
21531 10.8043801 51493.8026653
21532 10.8043801 51493.8026653
21533 10.8043801 51493.8026653
21534 10.8043801 51493.8026653
21535 10.8043801 51493.8026653
21536 10.8043801 51493.8026653
21537 10.8043801 51493.8026653
21538 10.8043801 51493.8026653
21539 10.8043801 51493.8026653
21540 10.8043801 51493.8026653
21541 10.8043801 51493.8026653
21542 10.8043801 51493.8026653
21543 10.8043801 51493.8026653
21544 10.8043801 51493.8026653
21545 10.8043801 51493.8026653
21546 10.8043801 51493.8026653
21547 10.8043801 51493.8026653
21548 10.8043801 51493.8026653
21549 10.8043801 51493.8026653
21550 10.8043801 51493.8026653
21551 10.8043801 51493.8026653
21552 10.8043801 51493.8026653
21553 10.8043801 51493.8026653
21554 10.8043801 51493.8026653
21555 10.8043801 51493.8026653
21556 10.8043801 51493.8026653
21557 10.8043801 51493.8026653
21558 10.8043801 51493.8026653
21559 10.8043801 51493.8026653
21560 10.8043801 51493.8026653
21561 10.8043801 51493.8026653
21562 10.8043801 51493.8026653
21563 10.8043801 51493.8026653
21564 10.8043801 51493.8026653
21565 10.8043801 51493.8026653
21566 10.8043801 51493.8026653
21567 10.8043801 51493.8026653
21568 10.8043801 51493.8026653
21569 10.8043801 51493.8026653
21570 10.8043801 51493.8026653
21571 10.8043801 51493.8026653
21572 10.8043801 51493.8026653
21573 10.8043801 51493.8026653
21574 10.8043801 51493.8026653
21575 10.8043801 51493.8026653
21576 10.8043801 51493.8026653
21577 10.8043801 51493.8026653
21578 10.8043801 51493.8026653
