%time BUY SELL SOC
1020 0 0 0.855437073343
1030 0 0 0.855068480527
1040 0 0 0.85468739368
1050 0 0 0.85430367782
1060 0 0 0.853920629123
1070 0 0 0.853538244732
1080 0 0 0.853155440571
1090 0 0 0.852771060499
1100 0 0 0.852386860765
1110 0 0 0.852001741772
1120 0 0 0.851616484971
1130 0 0 0.851232334562
1140 0 0 0.850847908812
1150 0 0 0.850457733953
1160 0 0 0.850070203194
1170 0 0 0.849683687073
1180 0 0 0.849297191903
1190 0 0 0.848910992083
1200 0 0 0.848521147827
1210 0 0 0.848136919246
1220 0 0 0.847751555368
1230 0 0 0.847367319333
1240 0 0 0.846983321779
1250 0 0 0.846602245478
1260 0 0 0.846220461278
1270 0 0 0.845839062313
1280 0 0 0.845452791147
1290 0 0 0.845067800216
1300 0 0 0.844681273793
1310 0 0 0.844294949552
1320 0 0 0.843910022021
1330 0 0 0.843520758925
1340 0 0 0.843126870232
1350 0 0 0.842735268331
1360 0 0 0.842345713686
1370 0 0 0.841958440051
1380 0 0 0.841572158724
1390 0 0 0.841184193989
1400 0 0 0.840796740648
1410 0 0 0.840410242156
1420 0 0 0.840024168371
1430 0 0 0.839636953691
1440 0 0 0.839249563249
1450 0 0 0.838861792778
1460 0 0 0.838473252369
1470 0 0 0.838081055525
1480 0 0 0.837691543276
1490 0 0 0.837303090931
1500 0 0 0.836913642767
1510 0 0 0.836533424122
1520 0 0 0.836153167676
1530 0 0 0.835772940368
1540 0 0 0.835394367248
1550 0 0 0.834954861171
1560 0 0 0.834531004176
1570 0 0 0.834107699894
1580 0 0 0.833699119317
1590 0 0 0.83330284198
1600 0 0 0.832907347334
1610 0 0 0.832511446342
1620 0 0 0.832117722979
1630 0 0 0.831722068333
1640 0 0 0.831325443262
1650 0 0 0.830934433614
1660 0 0 0.83054709809
1670 0 0 0.830164311425
1680 0 0 0.829783763312
1690 0 0 0.829403522403
1700 0 0 0.829022982703
1710 0 0 0.828642904198
1720 0 0 0.828261648483
1730 0 0 0.827881725532
1740 0 0 0.827502614362
1750 0 0 0.827122249077
1760 0 0 0.826742904307
1770 0 0 0.826363355722
1780 0 0 0.825982640996
1790 0 0 0.825601402565
1800 0 0 0.825218627754
1810 0 0 0.824842853705
1820 0 0 0.824466908763
1830 0 0 0.824085976395
1840 0 0 0.823704384591
1850 0 0 0.823328807664
1860 0 0 0.822190743292
1870 0 0 0.821615000985
1880 0 0 0.820959220668
1890 0 0 0.819750190121
1900 0 0 0.818549258368
1910 0 0 0.817351890796
1920 0 0 0.816145151459
1930 0 0 0.814935782597
1940 0 0 0.813882832212
1950 0 0 0.813504793763
1960 0 0 0.813129099563
1970 0 0 0.812752434766
1980 0 0 0.812376151479
1990 0 0 0.81199878212
2000 0 0 0.811621546542
2010 0 0 0.811250799803
2020 0 0 0.810880399137
2030 0 0 0.81051125683
2040 0 0 0.810153018311
2050 0 0 0.809794558749
2060 0 0 0.809406409451
2070 0 0 0.80900539283
2080 0 0 0.808602921561
2090 0 0 0.808200597187
2100 0 0 0.807798855511
2110 0 0 0.807402331735
2120 0 0 0.80598104456
2130 0 0 0.804477236931
2140 0 0 0.802973824526
2150 0 0 0.801470250653
2160 0 0 0.799961541627
2170 0 0 0.79845763995
2180 0 0 0.796963763839
2190 0 0 0.795472254668
2200 0 0 0.793979133532
2210 0 0 0.792487353266
2220 0 0 0.790997162297
2230 0 0 0.789500963021
2240 0 0 0.788005133961
2250 0 0 0.787387749545
2260 0 0 0.786975831662
2270 0 0 0.786563509821
2280 0 0 0.78614608504
2290 0 0 0.785723777328
2300 0 0 0.785309837007
2310 0 0 0.78489869994
2320 0 0 0.784484991257
2330 0 0 0.784070770304
2340 0 0 0.783655377017
2350 0 0 0.783240018002
2360 0 0 0.78284581029
2370 0 0 0.782470864923
2380 0 0 0.782094479227
2390 0 0 0.78171772704
2400 0 0 0.781339819927
2410 0 0 0.780972375897
2420 0 0 0.780606689124
2430 0 0 0.780242341498
2440 0 0 0.779878666069
2450 0 0 0.779514844841
2460 0 0 0.779151368282
2470 0 0 0.778788519284
2480 0 0 0.77842668705
2490 0 0 0.778064695343
2500 0 0 0.777704359652
2510 0 0 0.777343942867
2520 0 0 0.776987386119
2530 0 0 0.776633541992
2540 0 0 0.776282337287
2550 0 0 0.775932730277
2560 0 0 0.775583440178
2570 0 0 0.775234621402
2580 0 0 0.774886693807
2590 0 0 0.774541422277
2600 0 0 0.774195083306
2610 0 0 0.773849108161
2620 0 0 0.773528327882
2630 0 0 0.773212944081
2640 0 0 0.772896534465
2650 0 0 0.772580623333
2660 0 0 0.77226349865
2670 0 0 0.771946015909
2680 0 0 0.77162936802
2690 0 0 0.771311579344
2700 0 0 0.770994175593
2710 0 0 0.770690885011
2720 0 0 0.770389208774
2730 0 0 0.770087841059
2740 0 0 0.769784283972
2750 0 0 0.769479005535
2760 0 0 0.769175505001
2770 0 0 0.768872221252
2780 0 0 0.768570048282
2790 0 0 0.768268046093
2800 0 0 0.767906099568
2810 0 0 0.767543173709
2820 0 0 0.767201801285
2830 0 0 0.766870339898
2840 0 0 0.766561801788
2850 0 0 0.766277862853
2860 0 0 0.765993774171
2870 0 0 0.76571309587
2880 0 0 0.765445020043
2890 0 0 0.76517603424
2900 0 0 0.764908278111
2910 0 0 0.76464080989
2920 0 0 0.764360928487
2930 0 0 0.764076184309
2940 0 0 0.763791079149
2950 0 0 0.76350649653
2960 0 0 0.763226835668
2970 0 0 0.762958513615
2980 0 0 0.762690987386
2990 0 0 0.762422270626
3000 0 0 0.76215348029
3010 0 0 0.761845572411
3020 0 0 0.761562478064
3030 0 0 0.761282067022
3040 0 0 0.760999898153
3050 0 0 0.760717458383
3060 0 0 0.760435503237
3070 0 0 0.760152590754
3080 0 0 0.759867762041
3090 0 0 0.759582364432
3100 0 0 0.759288570314
3110 0 0 0.758945171977
3120 0 0 0.758601812136
3130 0 0 0.758258864297
3140 0 0 0.757916717598
3150 0 0 0.757574917224
3160 0 0 0.757230383595
3170 0 0 0.756888969254
3180 0 0 0.75654846941
3190 0 0 0.756210349245
3200 0 0 0.755871940536
3210 0 0 0.75553890288
3220 0 0 0.755205944875
3230 0 0 0.754875172739
3240 0 0 0.754542293372
3250 0 0 0.753988596394
3260 0 0 0.753077422878
3270 0 0 0.75217162339
3280 0 0 0.751266929622
3290 0 0 0.750508820865
3300 0 0 0.750181422335
3310 0 0 0.749865160305
3320 0 0 0.749551524872
3330 0 0 0.749240123683
3340 0 0 0.748929824334
3350 0 0 0.74863317222
3360 0 0 0.748355487292
3370 0 0 0.748084124249
3380 0 0 0.747812423816
3390 0 0 0.747539856383
3400 0 0 0.747269405926
3410 0 0 0.746997435231
3420 0 0 0.746725851482
3430 0 0 0.74645360797
3440 0 0 0.746179907685
3450 0 0 0.745903801506
3460 0 0 0.74562760202
3470 0 0 0.745354694999
3480 0 0 0.745083599165
3490 0 0 0.744813054719
3500 0 0 0.744542516872
3510 0 0 0.744271244551
3520 0 0 0.743995227226
3530 0 0 0.743718106762
3540 0 0 0.743452249905
3550 0 0 0.743195223648
3560 0 0 0.742937028032
3570 0 0 0.742676092468
3580 0 0 0.742419636496
3590 0 0 0.742165098044
3600 0 0 0.741909777662
3610 0 0 0.741652519875
3620 0 0 0.741393404294
3630 0 0 0.741168716966
3640 0 0 0.741015282348
3650 0 0 0.740860388518
3660 0 0 0.740703115639
3670 0 0 0.740547340169
3680 0 0 0.740390974578
3690 0 0 0.740228932863
3700 0 0 0.740072255727
3710 0 0 0.739914348023
3720 0 0 0.739756284368
3730 0 0 0.739600643978
3740 0 0 0.739443537162
3750 0 0 0.73928644352
3760 0 0 0.739130256428
3770 0 0 0.738972936138
3780 0 0 0.738815361762
3790 0 0 0.738657086599
3800 0 0 0.738499456457
3810 0 0 0.73834149124
3820 0 0 0.738184126085
3830 0 0 0.738024581203
3840 0 0 0.737865339537
3850 0 0 0.737699165159
3860 0 0 0.737534169166
3870 0 0 0.73737124038
3880 0 0 0.737209375851
3890 0 0 0.737047370624
3900 0 0 0.736883692963
3910 0 0 0.736709408465
3920 0 0 0.736533269631
3930 0 0 0.736361472248
3940 0 0 0.736188049442
3950 0 0 0.736015721116
3960 0 0 0.735844466641
3970 0 0 0.735673567718
3980 0 0 0.735504490148
3990 0 0 0.73533837041
4000 0 0 0.73518399325
4010 0 0 0.735045205351
4020 0 0 0.734905665996
4030 0 0 0.73476613949
4040 0 0 0.734626053452
4050 0 0 0.734485740117
4060 0 0 0.734343860678
4070 0 0 0.734202281645
4080 0 0 0.734057675692
4090 0 0 0.73390717315
4100 0 0 0.733762210562
4110 0 0 0.73362134214
4120 0 0 0.733480612484
4130 0 0 0.733339720084
4140 0 0 0.733198482944
4150 0 0 0.733057439882
4160 0 0 0.732916408541
4170 0 0 0.732772852237
4180 0 0 0.732624532165
4190 0 0 0.732474104513
4200 0 0 0.732325070193
4210 0 0 0.732160599548
4220 0 0 0.731994704086
4230 0 0 0.731828591801
4240 0 0 0.731663792115
4250 0 0 0.731498763473
4260 0 0 0.731333828107
4270 0 0 0.731168323344
4280 0 0 0.731002573187
4290 0 0 0.730843298512
4300 0 0 0.73060564732
4310 0 0 0.730435882225
4320 0 0 0.73027447698
4330 0 0 0.730114573496
4340 0 0 0.729955443107
4350 0 0 0.729794957181
4360 0 0 0.729636683182
4370 0 0 0.729478290143
4380 0 0 0.729319996461
4390 0 0 0.729161347851
4400 0 0 0.729003357074
4410 0 0 0.728844177014
4420 0 0 0.728685912788
4430 0 0 0.728530786275
4440 0 0 0.728376246226
4450 0 0 0.728222068931
4460 0 0 0.728068010977
4470 0 0 0.727915368531
4480 0 0 0.727762020356
4490 0 0 0.727608684829
4500 0 0 0.727454430502
4510 0 0 0.727288095275
4520 0 0 0.727113842288
4530 0 0 0.726937347704
4540 0 0 0.726763054311
4550 0 0 0.7265894504
4560 0 0 0.72641535824
4570 0 0 0.7262425562
4580 0 0 0.726070122794
4590 0 0 0.725896073378
4600 0 0 0.725722484289
4610 0 0 0.725549250989
4620 0 0 0.725376392026
4630 0 0 0.725204510917
4640 0 0 0.725034187971
4650 0 0 0.724865653793
4660 0 0 0.724697373694
4670 0 0 0.724531151483
4680 0 0 0.724365165895
4690 0 0 0.724198409399
4700 0 0 0.724030316989
4710 0 0 0.723861844087
4720 0 0 0.723693889366
4730 0 0 0.723525812913
4740 0 0 0.723358094402
4750 0 0 0.723192474156
4760 0 0 0.723003185685
4770 0 0 0.722813738079
4780 0 0 0.722627292622
4790 0 0 0.722439367878
4800 0 0 0.72225298441
4810 0 0 0.722057998766
4820 0 0 0.721859447001
4830 0 0 0.721661753958
4840 0 0 0.721464446045
4850 0 0 0.721267571423
4860 0 0 0.72107180866
4870 0 0 0.720872504689
4880 0 0 0.720669564096
4890 0 0 0.720462458945
4900 0 0 0.720259218244
4910 0 0 0.720057126487
4920 0 0 0.719854675522
4930 0 0 0.719653675446
4940 0 0 0.71945269882
4950 0 0 0.719251119208
4960 0 0 0.719047966643
4970 0 0 0.718847697504
4980 0 0 0.718645270752
4990 0 0 0.718446226441
5000 0 0 0.718248566702
5010 0 0 0.718052162675
5020 0 0 0.717856542104
5030 0 0 0.717662096605
5040 0 0 0.71746726371
5050 0 0 0.71727327531
5060 0 0 0.717077285255
5070 0 0 0.716881812339
5080 0 0 0.716625164702
5090 0 0 0.716396646699
5100 0 0 0.716168738229
5110 0 0 0.71593478231
5120 0 0 0.715701141778
5130 0 0 0.715467896145
5140 0 0 0.715235135375
5150 0 0 0.71500180342
5160 0 0 0.714768948802
5170 0 0 0.714536010335
5180 0 0 0.71430249099
5190 0 0 0.714069082333
5200 0 0 0.713835883578
5210 0 0 0.713602989707
5220 0 0 0.713369797702
5230 0 0 0.713128798851
5240 0 0 0.712886434831
5250 0 0 0.712646297826
5260 0 0 0.712343490878
5270 0 0 0.712058549264
5280 0 0 0.71177421899
5290 0 0 0.711490801405
5300 0 0 0.711207642039
5310 0 0 0.710925412205
5320 0 0 0.710644382496
5330 0 0 0.710363237193
5340 0 0 0.71008525955
5350 0 0 0.709810034329
5360 0 0 0.709536499685
5370 0 0 0.709263008433
5380 0 0 0.708991706247
5390 0 0 0.708720396026
5400 0 0 0.708450206203
5410 0 0 0.708178123593
5420 0 0 0.707906122814
5430 0 0 0.707634940627
5440 0 0 0.707363523937
5450 0 0 0.707091777721
5460 0 0 0.706761647977
5470 0 0 0.706458791228
5480 0 0 0.70615590635
5490 0 0 0.705850915878
5500 0 0 0.705548453564
5510 0 0 0.705245489166
5520 0 0 0.704940722948
5530 0 0 0.704634772373
5540 0 0 0.704329747063
5550 0 0 0.704023321234
5560 0 0 0.703717634563
5570 0 0 0.703414267189
5580 0 0 0.703107708767
5590 0 0 0.702793765796
5600 0 0 0.702483279547
5610 0 0 0.702174236704
5620 0 0 0.701865247118
5630 0 0 0.701555445983
5640 0 0 0.701246789979
5650 0 0 0.700938711889
5660 0 0 0.700629811842
5670 0 0 0.7003221959
5680 0 0 0.70002726667
5690 0 0 0.699747950867
5700 0 0 0.699469613015
5710 0 0 0.699194713865
5720 0 0 0.698920616771
5730 0 0 0.698647800688
5740 0 0 0.698375358979
5750 0 0 0.698102607582
5760 0 0 0.697831038932
5770 0 0 0.697559025532
5780 0 0 0.697288088479
5790 0 0 0.697017055323
5800 0 0 0.696746638036
5810 0 0 0.696476217494
5820 0 0 0.696206755106
5830 0 0 0.695936931475
5840 0 0 0.695665366755
5850 0 0 0.695394256377
5860 0 0 0.695122443425
5870 0 0 0.694852788392
5880 0 0 0.694577463318
5890 0 0 0.694297375055
5900 0 0 0.694025640933
5910 0 0 0.693756257432
5920 0 0 0.693485001075
5930 0 0 0.693213830618
5940 0 0 0.692938979856
5950 0 0 0.692660780906
5960 0 0 0.69238298134
5970 0 0 0.692106635739
5980 0 0 0.691831036566
5990 0 0 0.691554300276
6000 0 0 0.691276680848
6010 0 0 0.691002941721
6020 0 0 0.690730050103
6030 0 0 0.690456252181
6040 0 0 0.690183871162
6050 0 0 0.68991133358
6060 0 0 0.689640110737
6070 0 0 0.689369890694
6080 0 0 0.689098971946
6090 0 0 0.688823477388
6100 0 0 0.688553100563
6110 0 0 0.688282346666
6120 0 0 0.688012224927
6130 0 0 0.687743976692
6140 0 0 0.687477022256
6150 0 0 0.687209755415
6160 0 0 0.686942775913
6170 0 0 0.686676475849
6180 0 0 0.686409170981
6190 0 0 0.68614115472
6200 0 0 0.68587407447
6210 0 0 0.685607557498
6220 0 0 0.685341653123
6230 0 0 0.685074882513
6240 0 0 0.684807921247
6250 0 0 0.684540395386
6260 0 0 0.684273495652
6270 0 0 0.684005853616
6280 0 0 0.683739299235
6290 0 0 0.683473523282
6300 0 0 0.68320517999
6310 0 0 0.682934981157
6320 0 0 0.682665680651
6330 0 0 0.682398260034
6340 0 0 0.68213101076
6350 0 0 0.681863722232
6360 0 0 0.68159599296
6370 0 0 0.681327559387
6380 0 0 0.681058271307
6390 0 0 0.680790930767
6400 0 0 0.680523638147
6410 0 0 0.680276509662
6420 0 0 0.680071515401
6430 0 0 0.679865637469
6440 0 0 0.679663526925
6450 0 0 0.679452789372
6460 0 0 0.679235842893
6470 0 0 0.679019992305
6480 0 0 0.67880332955
6490 0 0 0.678585761277
6500 0 0 0.67836912363
6510 0 0 0.678161513949
6520 0 0 0.677963510116
6530 0 0 0.677765200142
6540 0 0 0.677564853898
6550 0 0 0.677362313967
6560 0 0 0.677160026662
6570 0 0 0.676953469604
6580 0 0 0.676749013636
6590 0 0 0.676544170117
6600 0 0 0.676339575961
6610 0 0 0.676139384614
6620 0 0 0.675936386659
6630 0 0 0.675736355807
6640 0 0 0.675535665318
6650 0 0 0.675336515012
6660 0 0 0.675134755159
6670 0 0 0.674929241063
6680 0 0 0.67472389155
6690 0 0 0.674519291386
6700 0 0 0.674315194512
6710 0 0 0.674111541582
6720 0 0 0.673900787964
6730 0 0 0.673607475207
6740 0 0 0.673313601391
6750 0 0 0.673018294142
6760 0 0 0.672721261785
6770 0 0 0.672427280198
6780 0 0 0.672135878384
6790 0 0 0.671844904347
6800 0 0 0.671555003066
6810 0 0 0.671265839794
6820 0 0 0.670976830285
6830 0 0 0.670686967487
6840 0 0 0.670397372553
6850 0 0 0.670107585747
6860 0 0 0.669819847433
6870 0 0 0.669532062232
6880 0 0 0.669243675829
6890 0 0 0.668953957594
6900 0 0 0.668664789839
6910 0 0 0.668384236979
6920 0 0 0.66810311465
6930 0 0 0.667822768499
6940 0 0 0.667542935588
6950 0 0 0.66726248589
6960 0 0 0.666981894913
6970 0 0 0.666701932355
6980 0 0 0.666415372204
6990 0 0 0.666130757768
7000 0 0 0.665843301872
7010 0 0 0.665572312944
7020 0 0 0.665315414127
7030 0 0 0.665052894467
7040 0 0 0.664787914577
7050 0 0 0.66452628793
7060 0 0 0.664264408875
7070 0 0 0.664003023209
7080 0 0 0.663765513807
7090 0 0 0.663535138372
7100 0 0 0.663305502162
7110 0 0 0.663078643207
7120 0 0 0.662852630286
7130 0 0 0.662626428266
7140 0 0 0.662398327963
7150 0 0 0.662172366189
7160 0 0 0.661946991302
7170 0 0 0.661722749586
7180 0 0 0.661500454358
7190 0 0 0.661276297733
7200 0 0 0.661041027737
7210 0 0 0.660816653956
7220 0 0 0.660592472362
7230 0 0 0.660368599927
7240 0 0 0.660169786188
7250 0 0 0.659906628186
7260 0 0 0.659323853741
7270 0 0 0.658741652291
7280 0 0 0.658391046592
7290 0 0 0.658047563801
7300 0 0 0.657631679807
7310 0 0 0.657275870245
7320 0 0 0.65692894462
7330 0 0 0.656513352399
7340 0 0 0.65610460556
7350 0 0 0.65576652
7360 0 0 0.655287213075
7370 0 0 0.654926430839
7380 0 0 0.654536616411
7390 0 0 0.654283860597
7400 0 0 0.654086191887
7410 0 0 0.653890406757
7420 0 0 0.653694033743
7430 0 0 0.653498818407
7440 0 0 0.653302737967
7450 0 0 0.653106270869
7460 0 0 0.652909152767
7470 0 0 0.65267989283
7480 0 0 0.652478207736
7490 0 0 0.652275473521
7500 0 0 0.65207287857
7510 0 0 0.651884195764
7520 0 0 0.651698045809
7530 0 0 0.651517422912
7540 0 0 0.651318336241
7550 0 0 0.651138875504
7560 0 0 0.650958857234
7570 0 0 0.650761888389
7580 0 0 0.650629366279
7590 0 0 0.650497814755
7600 0 0 0.650365275806
7610 0 0 0.650233215961
7620 0 0 0.649925537366
7630 0 0 0.649574447738
7640 0 0 0.649124085068
7650 0 0 0.648729238337
7660 0 0 0.648303540246
7670 0 0 0.647773316702
7680 0 0 0.647370571403
7690 0 0 0.646982964099
7700 0 0 0.646790798918
7710 0 0 0.646659489707
7720 0 0 0.646527071289
7730 0 0 0.646396059792
7740 0 0 0.646263782845
7750 0 0 0.646132191516
7760 0 0 0.645992613369
7770 0 0 0.645853360553
7780 0 0 0.645715423224
7790 0 0 0.645576798602
7800 0 0 0.645438069697
7810 0 0 0.64531454262
7820 0 0 0.645192596523
7830 0 0 0.645070966461
7840 0 0 0.644949421307
7850 0 0 0.644827979684
7860 0 0 0.644705505932
7870 0 0 0.644585458316
7880 0 0 0.644466586896
7890 0 0 0.644281949846
7900 0 0 0.644133025288
7910 0 0 0.643984322709
7920 0 0 0.643834664776
7930 0 0 0.643686073542
7940 0 0 0.643536922616
7950 0 0 0.643387788289
7960 0 0 0.64323930674
7970 0 0 0.643090510273
7980 0 0 0.642940816435
7990 0 0 0.642791585051
8000 0 0 0.642642138729
8010 0 0 0.642493022604
8020 0 0 0.642344986568
8030 0 0 0.642196650999
8040 0 0 0.642047794371
8050 0 0 0.641899166536
8060 0 0 0.641750713009
8070 0 0 0.64160299229
8080 0 0 0.641454679163
8090 0 0 0.64130675041
8100 0 0 0.641158319213
8110 0 0 0.641025052223
8120 0 0 0.64088889442
8130 0 0 0.640749570857
8140 0 0 0.640611145971
8150 0 0 0.640473138316
8160 0 0 0.640335078659
8170 0 0 0.640197783639
8180 0 0 0.640059761561
8190 0 0 0.639922779105
8200 0 0 0.639785742151
8210 0 0 0.639648295037
8220 0 0 0.639509942289
8230 0 0 0.639368786956
8240 0 0 0.639225822406
8250 0 0 0.639084312234
8260 0 0 0.638950392768
8270 0 0 0.638816928309
8280 0 0 0.638683060558
8290 0 0 0.638549994895
8300 0 0 0.638416367094
8310 0 0 0.638283512006
8320 0 0 0.638150980035
8330 0 0 0.638017366729
8340 0 0 0.637883924493
8350 0 0 0.63775047871
8360 0 0 0.637617238068
8370 0 0 0.637484230907
8380 0 0 0.637351104028
8390 0 0 0.637216930149
8400 0 0 0.637082224158
8410 0 0 0.63695422855
8420 0 0 0.636827776384
8430 0 0 0.636702744072
8440 0 0 0.636579795405
8450 0 0 0.636455964474
8460 0 0 0.63633204698
8470 0 0 0.636208953071
8480 0 0 0.636081249863
8490 0 0 0.635951527418
8500 0 0 0.635821666301
8510 0 0 0.635690679242
8520 0 0 0.635565509458
8530 0 0 0.635440600969
8540 0 0 0.635315247265
8550 0 0 0.63518782228
8560 0 0 0.635059690187
8570 0 0 0.634933293709
8580 0 0 0.63480815767
8590 0 0 0.634683823398
8600 0 0 0.634560391695
8610 0 0 0.634438655236
8620 0 0 0.634317379537
8630 0 0 0.634200099942
8640 0 0 0.634086768883
8650 0 0 0.63397397695
8660 0 0 0.63386167251
8670 0 0 0.633749062195
8680 0 0 0.633637574949
8690 0 0 0.633450457899
8700 0 0 0.633294050797
8710 0 0 0.633143256077
8720 0 0 0.632994546393
8730 0 0 0.632845862552
8740 0 0 0.632698120345
8750 0 0 0.632551147611
8760 0 0 0.632404626907
8770 0 0 0.632259800512
8780 0 0 0.632115852021
8790 0 0 0.631972618601
8800 0 0 0.631830377923
8810 0 0 0.631689761361
8820 0 0 0.631574813175
8830 0 0 0.631460865885
8840 0 0 0.631345096574
8850 0 0 0.631227969754
8860 0 0 0.631106390783
8870 0 0 0.630986216569
8880 0 0 0.630866583632
8890 0 0 0.630747155104
8900 0 0 0.630627758417
8910 0 0 0.630508179759
8920 0 0 0.63038902759
8930 0 0 0.630269382023
8940 0 0 0.630149593215
8950 0 0 0.630030154845
8960 0 0 0.629910899003
8970 0 0 0.629770037281
8980 0 0 0.629601350609
8990 0 0 0.629450441457
9000 0 0 0.62930274105
9010 0 0 0.629155224574
9020 0 0 0.629008569792
9030 0 0 0.628862200312
9040 0 0 0.628717881185
9050 0 0 0.628572566402
9060 0 0 0.628426240485
9070 0 0 0.628280310393
9080 0 0 0.62813442053
9090 0 0 0.627987490421
9100 0 0 0.627840119292
9110 0 0 0.627693656069
9120 0 0 0.627536313153
9130 0 0 0.627299939854
9140 0 0 0.627062949636
9150 0 0 0.626825564659
9160 0 0 0.626588447049
9170 0 0 0.626351606865
9180 0 0 0.62611508828
9190 0 0 0.625878940821
9200 0 0 0.625648483553
9210 0 0 0.625496056009
9220 0 0 0.625339058188
9230 0 0 0.625183509066
9240 0 0 0.62503220738
9250 0 0 0.624881694515
9260 0 0 0.624732259448
9270 0 0 0.624584129091
9280 0 0 0.624435640815
9290 0 0 0.62428786501
9300 0 0 0.624139364069
9310 0 0 0.623989432318
9320 0 0 0.623839943296
9330 0 0 0.62369064157
9340 0 0 0.623541304577
9350 0 0 0.62339187884
9360 0 0 0.623242657628
9370 0 0 0.623093334029
9380 0 0 0.622944600531
9390 0 0 0.622796047537
9400 0 0 0.622647664997
9410 0 0 0.622505533441
9420 0 0 0.622370907558
9430 0 0 0.622236448156
9440 0 0 0.62210248267
9450 0 0 0.621966517691
9460 0 0 0.621832022794
9470 0 0 0.621697974079
9480 0 0 0.621562283415
9490 0 0 0.621419557522
9500 0 0 0.621282564567
9510 0 0 0.621150037712
9520 0 0 0.621018214538
9530 0 0 0.620886069604
9540 0 0 0.620753504158
9550 0 0 0.620620697357
9560 0 0 0.620488230158
9570 0 0 0.620355504012
9580 0 0 0.620250406157
9590 0 0 0.620145979617
9600 0 0 0.620041287131
9610 0 0 0.61993487991
9620 0 0 0.619828555873
9630 0 0 0.619721793136
9640 0 0 0.619615384923
9650 0 0 0.619509365004
9660 0 0 0.619403173905
9670 0 0 0.61929760919
9680 0 0 0.619192108517
9690 0 0 0.61908546349
9700 0 0 0.618973726315
9710 0 0 0.618864594182
9720 0 0 0.618756522228
9730 0 0 0.618649008431
9740 0 0 0.618543628997
9750 0 0 0.618438354917
9760 0 0 0.618334435967
9770 0 0 0.618230065013
9780 0 0 0.618125493437
9790 0 0 0.618021630581
9800 0 0 0.61791712249
9810 0 0 0.617813278598
9820 0 0 0.617708548465
9830 0 0 0.617603421592
9840 0 0 0.617498444969
9850 0 0 0.617397379683
9860 0 0 0.617326595316
9870 0 0 0.617255775676
9880 0 0 0.617184884128
9890 0 0 0.617113813999
9900 0 0 0.617042664776
9910 0 0 0.616967626195
9920 0 0 0.616892621703
9930 0 0 0.616817799543
9940 0 0 0.616742959302
9950 0 0 0.616668196875
9960 0 0 0.616593066871
9970 0 0 0.616518785502
9980 0 0 0.616444078006
9990 0 0 0.616370358162
10000 0 0 0.616296304876
10010 0 0 0.616222202978
10020 0 0 0.616147837671
10030 0 0 0.616073148601
10040 0 0 0.615998631825
