Small burner (W)	Large burner(W)	Bake(W)	Broil(W)
0	2	2798	0
0	2	2798	0
0	2	2798	0
0	650	2798	0
0	650	2798	0
0	2384	2792	0
0	2384	2792	0
0	2384	2792	0
0	2384	2792	0
0	2384	2800	0
0	2	2800	0
0	2	2800	0
0	2	2800	0
0	2	2800	0
0	2	2800	0
0	2	2812	0
0	2	2812	0
0	2	2812	0
0	2	2812	0
0	2	2816	0
0	2	2816	0
0	2	2816	0
0	2	2816	0
0	2	2816	0
0	2	2820	0
0	2	2820	0
0	2	2820	0
0	2	2820	0
0	2	2820	0
0	2	2824	0
0	2	2824	0
0	2	2824	0
0	2	2824	0
0	2	2824	0
0	2	2820	0
0	2	2820	0
0	2	2820	0
0	2	2820	0
0	2	2820	0
0	2	2818	0
0	2	2818	0
0	2	2818	0
0	2	2818	0
0	2	2818	0
0	0	2816	0
0	0	2816	0
0	0	2816	0
0	0	2816	0
0	0	2816	0
0	0	3282	0
0	0	3282	0
0	0	3282	0
0	22	3282	0
0	22	2822	0
0	1940	2822	0
0	1940	2822	0
0	2386	2822	0
0	2386	2822	0
0	2386	2816	0
0	2386	2816	0
0	2386	2816	0
0	0	2816	0
0	0	2816	0
0	0	2814	0
0	0	2814	0
0	0	2814	0
0	0	2814	0
0	0	2814	0
0	0	2814	0
0	0	2808	0
0	0	2808	0
0	2	2808	0
0	2	2808	0
0	2	2806	0
0	2	2806	0
0	2	2806	0
0	0	2806	0
0	0	2806	0
0	0	2806	0
0	0	2806	0
0	0	2806	0
0	2	2806	0
0	2	2806	0
0	2	2802	0
0	2	2802	0
0	2	2802	0
0	2	2802	0
0	2	2802	0
0	2	2800	0
0	2	2800	0
0	2	2800	0
0	2	2800	0
0	2	2800	0
0	2	2800	0
0	2	2800	0
0	2	2800	0
0	2	2800	0
0	2	2800	0
0	2	2798	0
0	2	2798	0
0	2	2798	0
0	2	2798	0
0	2	2798	0
0	2426	2796	0
0	2426	2796	0
0	2426	2796	0
0	2426	2796	0
0	2426	2796	0
0	2	3280	0
0	2	3280	0
0	2	3280	0
0	2	3280	0
0	2	748	0
0	2	748	0
0	2	2808	0
0	2	2808	0
0	2	2808	0
0	2	2808	0
0	2	2808	0
0	2	2800	0
0	2	2800	0
0	2	2800	0
0	2	2800	0
0	2	2800	0
0	2	2800	0
0	2	2800	0
0	2	2800	0
0	2	2800	0
0	2	2800	0
0	2	2802	0
0	2	2802	0
0	2	2802	0
0	2	2802	0
0	2	2802	0
0	2	2784	0
0	2	2784	0
0	2	2784	0
0	2	2784	0
0	2	2784	0
0	2	2786	0
0	2	2786	0
0	2	2786	0
0	2450	2786	0
0	2450	2786	0
0	2450	2786	0
0	2450	2786	0
0	2450	2786	0
0	2	2786	0
0	2	2786	0
0	2	2784	0
0	2	2784	0
0	2	2784	0
0	2	2784	0
0	2	2784	0
0	2	2784	0
0	2	2784	0
0	2	2784	0
0	2	2784	0
0	2	2784	0
0	2	2782	0
0	2	2782	0
0	2	2782	0
0	2	2782	0
0	2	2782	0
0	2	2780	0
0	2	2780	0
0	2	2780	0
0	2	2780	0
0	2	3266	0
0	2	3266	0
0	2	3266	0
0	2	3266	0
0	2	642	0
0	2	642	0
0	2	2794	0
0	2	2794	0
0	2	2794	0
0	2	2794	0
0	2	2794	0
0	2	2790	0
0	2	2790	0
0	2	2790	0
0	2	2790	0
0	2	2790	0
0	2	2790	0
0	2	2786	0
0	2	2786	0
0	2	2786	0
0	2	2786	0
0	2	2782	0
0	2	2782	0
0	2	2782	0
0	2	2782	0
0	2	2782	0
0	2	2782	0
0	2	32	0
0	2	32	0
0	2	32	0
0	2	32	0
0	32	32	0
0	32	32	0
0	2418	32	0
0	2418	32	0
0	2418	32	0
0	2418	32	0
0	2	32	0
0	2	32	0
0	2	32	0
0	2	32	0
0	2	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	30	0
0	0	30	0
0	0	30	0
0	0	30	0
0	0	30	0
0	0	30	0
0	0	30	0
0	0	30	0
0	0	30	0
0	0	30	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	30	0
0	0	30	0
0	0	30	0
0	0	30	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	3282	0
0	0	3282	0
0	0	3282	0
0	0	3282	0
0	0	3282	0
0	0	2824	0
0	0	2824	0
0	0	2824	0
0	0	2824	0
0	0	2824	0
0	0	2814	0
0	0	2814	0
0	0	2814	0
0	0	2814	0
0	0	2814	0
0	0	2814	0
0	0	2810	0
0	0	2810	0
0	0	2810	0
0	0	2810	0
0	0	2810	0
0	0	2830	0
0	0	2830	0
0	0	2830	0
0	0	2830	0
0	0	2830	0
0	0	2828	0
0	0	2828	0
0	0	2828	0
0	0	2828	0
0	0	2830	0
0	0	2830	0
0	0	2830	0
0	0	2830	0
0	0	2830	0
0	0	2830	0
0	0	2830	0
0	0	2830	0
0	0	2834	0
0	0	2834	0
0	0	2834	0
0	0	2834	0
0	0	2834	0
0	0	2830	0
0	0	2830	0
0	0	2830	0
0	0	2830	0
0	0	2830	0
0	0	2832	0
0	0	2832	0
0	0	2832	0
0	0	2832	0
0	0	2826	0
0	0	2826	0
0	0	2826	0
0	0	2826	0
0	0	2826	0
0	0	2508	0
0	0	2508	0
0	0	3282	0
0	0	3282	0
0	0	3282	0
0	0	3282	0
0	0	3282	0
0	0	3282	0
0	0	2814	0
0	0	2814	0
0	0	2814	0
0	0	2814	0
0	0	2814	0
0	0	2812	0
0	0	2812	0
0	0	2812	0
0	0	2812	0
0	0	2812	0
0	0	2812	0
0	0	2812	0
0	0	2812	0
0	0	2812	0
0	0	2806	0
0	0	2806	0
0	0	2806	0
0	0	2806	0
0	0	2806	0
0	0	2800	0
0	0	2800	0
0	0	2800	0
0	0	2800	0
0	0	2800	0
0	0	2800	0
0	0	2800	0
0	0	2800	0
0	0	2800	0
0	0	2800	0
0	0	2798	0
0	0	2798	0
0	0	2798	0
0	0	2798	0
0	0	2798	0
0	0	2792	0
0	0	2792	0
0	0	2792	0
0	0	2792	0
0	0	2792	0
0	0	32	0
0	0	32	0
0	0	32	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
