Regular (kW)	PermPress (kW)	Delicates (kW)
0.004	0.44	0.45
0.004	0.44	0.45
0.004	0.438	0.45
0.004	0.438	0.452
0.004	0.438	0.452
0.004	0.438	0.452
0.004	0.438	0.452
0.004	0.44	0.452
0.004	0.44	0.452
0.004	0.44	0.452
0.004	0.44	0.452
0.004	0.44	0.452
0.004	0.44	0.452
0.004	0.44	0.452
0.004	0.44	0.452
0.004	0.44	0.452
0.004	0.44	0.452
0.006	0.44	0.452
0.006	0.44	0.456
0.006	0.44	0.456
0.006	0.44	0.456
0.006	0.44	0.456
0.004	0.44	0.456
0.004	0.44	0.452
0.004	0.44	0.452
0.004	0.44	0.452
0.004	0.44	0.452
0.004	0.44	0.452
0.004	0.44	0.452
0.004	0.44	0.452
0.004	0.44	0.452
0.004	0.44	0.452
0.004	0.44	0.452
0.004	0.44	0.45
0.004	0.44	0.45
0.004	0.44	0.45
0.004	0.44	0.45
0.004	0.438	0.45
0.004	0.438	0.45
0.004	0.438	0.45
0.004	0.438	0.45
0.004	0.438	0.45
0.004	0.446	0.45
0.004	0.446	0.454
0.004	0.446	0.454
0.004	0.446	0.454
0.004	0.446	0.454
0.004	0.444	0.454
0.004	0.444	0.452
0.004	0.444	0.452
0.004	0.444	0.452
0.004	0.444	0.452
0.004	0.444	0.452
0.004	0.444	0.454
0.004	0.444	0.454
0.004	0.444	0.454
0.004	0.444	0.454
0.004	0.444	0.454
0.004	0.444	0.454
0.004	0.444	0.454
0.004	0.444	0.454
0.338	0.444	0.454
0.338	0.444	0.454
0.338	0.444	0.454
0.606	0.444	0.454
0.606	0.444	0.454
0.642	0.444	0.454
0.642	0.444	0.454
0.674	0.444	0.454
0.674	0.444	0.454
0.674	0.444	0.454
0.674	0.444	0.454
0.674	0.444	0.454
0.65	0.444	0.454
0.65	0.444	0.454
0.65	0.444	0.454
0.676	0.444	0.454
0.676	0.444	0.454
0.676	0.444	0.454
0.676	0.444	0.454
0.676	0.444	0.454
0.662	0.444	0.454
0.662	0.444	0.454
0.672	0.444	0.454
0.672	0.444	0.454
0.672	0.444	0.454
0.672	0.444	0.454
0.672	0.002	0.454
0.656	0.002	0.454
0.656	0.644	0.454
0.656	0.644	0.454
0.656	0.644	0.454
0.656	0.644	0.454
0.668	0.644	0.452
0.668	0.606	0.452
0.668	0.606	0.452
0.668	0.606	0.452
0.668	0.606	0.452
0.654	0.606	0.45
0.654	0.594	0.45
0.654	0.594	0.45
0.654	0.594	0.45
0.654	0.594	0.45
0.652	0.594	0.918
0.652	0.51	0.918
0.652	0.51	0.918
0.652	0.51	0.918
0.652	0.51	0.918
0.656	0.51	0.62
0.656	0.506	0.62
0.656	0.506	0.62
0.656	0.506	0.52
0.656	0.506	0.52
0.646	0.506	0.52
0.646	0.504	0.52
0.646	0.504	0.52
0.646	0.504	0.512
0.646	0.504	0.512
0.636	0.504	0.512
0.636	0.5	0.512
0.636	0.5	0.512
0.636	0.5	0.514
0.636	0.5	0.514
0.646	0.5	0.514
0.646	0.5	0.514
0.646	0.5	0.514
0.646	0.5	0.514
0.646	0.5	0.514
0.64	0.5	0.514
0.64	0.502	0.514
0.64	0.502	0.514
0.64	0.502	0.514
0.652	0.502	0.514
0.652	0.502	0.514
0.652	0.52	0.514
0.652	0.52	0.514
0.652	0.52	0.512
0.638	0.52	0.512
0.638	0.52	0.512
0.638	0.508	0.512
0.638	0.508	0.512
0.638	0.508	0.518
0.636	0.508	0.518
0.636	0.508	0.518
0.636	0.5	0.518
0.636	0.5	0.518
0.636	0.5	0.512
0.652	0.522	0.512
0.652	0.522	0.512
0.652	0.522	0.512
0.652	0.522	0.512
0.652	0.522	0.512
0.642	0.504	0.512
0.642	0.504	0.512
0.642	0.504	0.512
0.642	0.504	0.512
0.642	0.504	0.514
0.646	0.516	0.514
0.646	0.516	0.514
0.668	0.516	0.514
0.668	0.516	0.514
0.668	0.516	0.516
0.668	0.51	0.516
0.668	0.51	0.516
0.658	0.51	0.516
0.658	0.51	0.516
0.658	0.51	0.512
0.658	0.5	0.512
0.658	0.5	0.512
0.644	0.5	0.512
0.644	0.5	0.512
0.644	0.5	0.512
0.644	0.504	0.512
0.644	0.504	0.512
0.644	0.504	0.512
0.644	0.504	0.512
0.644	0.504	0.51
0.666	0.504	0.51
0.666	0.504	0.51
0.666	0.504	0.51
0.666	0.504	0.51
0.666	0.504	0.51
0.634	0.506	0.51
0.634	0.506	0.51
0.634	0.506	0.51
0.634	0.506	0.51
0.634	0.506	0.51
0.516	0.504	0.51
0.516	0.504	0.51
0.516	0.504	0.51
0.516	0.504	0.51
0.516	0.504	0.51
0.512	0.508	0.51
0.512	0.508	0.51
0.512	0.508	0.51
0.512	0.508	0.51
0.512	0.508	0.51
0.508	0.508	0.51
0.508	0.508	0.51
0.508	0.508	0.51
0.508	0.508	0.51
0.508	0.508	0.512
0.508	0.508	0.512
0.508	0.508	0.512
0.508	0.508	0.512
0.508	0.508	0.512
0.508	0.508	0.512
0.506	0.008	0.512
0.506	0.008	0.512
0.506	0.008	0.512
0.506	0.008	0.512
0.506	0.008	0.512
0.51	0.004	0.512
0.51	0.004	0.512
0.51	0.004	0.512
0.51	0.004	0.512
0.51	0.004	0.51
0.514	0.006	0.51
0.514	0.006	0.51
0.514	0.006	0.51
0.514	0.006	0.51
0.514	0.006	0.51
0.518	0.006	0.51
0.518	0.006	0.51
0.518	0.006	0.51
0.518	0.006	0.51
0.518	0.006	0.51
0.516	0.004	0.51
0.516	0.004	0.51
0.516	0.004	0.51
0.516	0.004	0.51
0.516	0.004	0.51
0.514	0.004	0.51
0.514	0.004	0.51
0.514	0.004	0.51
0.514	0.004	0.51
0.514	0.004	0.512
0.518	0.004	0.512
0.518	0.004	0.512
0.518	0.004	0.512
0.518	0.004	0.512
0.518	0.004	0.51
0.51	0.006	0.51
0.51	0.006	0.51
0.51	0.006	0.51
0.51	0.006	0.51
0.51	0.006	0.508
0.506	0.006	0.508
0.506	0.006	0.508
0.506	0.006	0.508
0.506	0.006	0.508
0.506	0.006	0.508
0.508	0.006	0.508
0.508	0.006	0.508
0.508	0.006	0.508
0.508	0.006	0.508
0.508	0.006	0.51
0.51	0.006	0.51
0.51	0.006	0.51
0.51	0.006	0.51
0.51	0.006	0.51
0.51	0.006	0.508
0.512	0.004	0.508
0.512	0.004	0.508
0.512	0.004	0.508
0.512	0.004	0.508
0.512	0.004	0.508
0.516	0.006	0.508
0.516	0.006	0.508
0.516	0.006	0.508
0.516	0.006	0.508
0.516	0.006	0.508
0.512	0.006	0.508
0.512	0.006	0.508
0.512	0.006	0.508
0.512	0.006	0.508
0.512	0.006	0.508
0.514	0.004	0.508
0.514	0.004	0.508
0.514	0.004	0.508
0.514	0.004	0.508
0.514	0.004	0.508
0.512	0.004	0.508
0.512	0.004	0.508
0.512	0.004	0.508
0.512	0.004	0.508
0.512	0.004	0.508
0.506	0.004	0.508
0.506	0.004	0.508
0.506	0.004	0.508
0.506	0.004	0.508
0.506	0.004	0.51
0.51	0.006	0.51
0.51	0.006	0.51
0.51	0.006	0.51
0.51	0.006	0.51
0.51	0.006	0.508
0.508	0.004	0.508
0.508	0.004	0.508
0.508	0.004	0.508
0.508	0.004	0.508
0.508	0.004	0.506
0.002	0.004	0.506
0.002	0.004	0.51
0.48	0.004	0.51
0.48	0.004	0.51
0.48	0.004	0.51
0.48	0.004	0.51
0.48	0.004	0.512
0.48	0.004	0.512
0.48	0.004	0.512
0.478	0.004	0.512
0.478	0.006	0.512
0.478	0.006	0.506
0.478	0.006	0.506
0.478	0.006	0.506
0.472	0.006	0.506
0.472	0.006	0.506
0.472	0.006	0.508
0.472	0.006	0.508
0.472	0.006	0.508
0.474	0.006	0.508
0.474	0.004	0.508
0.474	0.004	0.508
0.474	0.004	0.508
0.474	0.004	0.508
0.474	0.004	0.508
0.474	0.634	0.508
0.474	0.634	0.51
0.474	0.634	0.51
0.474	0.634	0.51
0.472	0.634	0.51
0.472	0.51	0.51
0.472	0.51	0.506
0.472	0.51	0.506
0.472	0.51	0.506
0.472	0.51	0.506
0.472	0.516	0.506
0.472	0.516	0.504
0.472	0.516	0.504
0.472	0.516	0.504
0.474	0.516	0.504
0.474	0.514	0.504
0.474	0.514	0
0.474	0.514	0
0.474	0.514	0
0.474	0.514	0
0.474	0.512	0
0.474	0.512	0
0.474	0.512	0
0.474	0.512	0
0.472	0.512	0
0.472	0.518	0
0.472	0.518	0
0.472	0.518	0
0.472	0.518	0
0.452	0.518	0
0.452	0.516	0
0.452	0.516	0
0.452	0.516	0
0.452	0.516	0
0.43	0.516	0
0.43	0.512	0
0.43	0.512	0
0.43	0.512	0
0.43	0.512	0
0.426	0.512	0
0.426	0.512	0
0.426	0.512	0
0.426	0.512	0
0.426	0.512	0
0.42	0.512	0
0.42	0.514	0
0.42	0.514	0
0.42	0.514	0
0.42	0.514	0
0.426	0.514	0
0.426	0.516	0
0.426	0.516	0
0.426	0.516	0
0.426	0.516	0
0.43	0.516	0
0.43	0.516	0
0.43	0.516	0
0.43	0.516	0
0.43	0.516	0
0.428	0.516	0
0.428	0.516	0
0.428	0.516	0
0.428	0.516	0
0.428	0.516	0
0.428	0.516	0
0.428	0.518	0
0.428	0.518	0
0.428	0.518	0
0.428	0.518	0
0.428	0.518	0
0.428	0.52	0
0.428	0.52	0
0.428	0.52	0
0.428	0.52	0
0.426	0.52	0
0.426	0.524	0
0.426	0.524	0
0.426	0.524	0
0.426	0.524	0
0.428	0.524	0
0.428	0.524	0
0.428	0.524	0
0.428	0.524	0
0.428	0.524	0
0.428	0.524	0
0.428	0.526	0
0.428	0.526	0
0.428	0.526	0
0.428	0.526	0
0.428	0.526	0
0.428	0.536	0
0.428	0.536	0
0.428	0.536	0
0.428	0.536	0
0.43	0.536	0
0.43	0.532	0
0.43	0.532	0
0.43	0.532	0
0.43	0.532	0
0.43	0.532	0
0.43	0.528	0
0.43	0.528	0
0.43	0.528	0
0.43	0.528	0
0.428	0.528	0
0.428	0.526	0
0.428	0.526	0
0.428	0.526	0
0.428	0.526	0
0.43	0.526	0
0.43	0.52	0
0.43	0.52	0
0.43	0.52	0
0.43	0.52	0
0.43	0.52	0
0.43	0.512	0
0.43	0.512	0
0.43	0.512	0
0.43	0.512	0
0.428	0.512	0
0.428	0.512	0
0.428	0.512	0
0.428	0.512	0
0.428	0.512	0
0.432	0.512	0
0.432	0.512	0
0.432	0.52	0
0.432	0.52	0
0.432	0.52	0
0.436	0.52	0
0.436	0.52	0
0.436	0.522	0
0.436	0.522	0
0.436	0.522	0
0.434	0.522	0
0.434	0.522	0
0.434	0.52	0
0.434	0.52	0
0.434	0.52	0
0.436	0.52	0
0.436	0.52	0
0.436	0.522	0
0.436	0.522	0
0.436	0.522	0
0.436	0.522	0
0.436	0.522	0
0.436	0.524	0
0.436	0.524	0
0.436	0.524	0
0.436	0.524	0
0.436	0.524	0
0.436	0.526	0
0.436	0.526	0
0.436	0.526	0
0.436	0.526	0
0.436	0.526	0
0.436	0.526	0
0.436	0.526	0
0.436	0.526	0
0.438	0.526	0
0.438	0.526	0
0.438	0.53	0
0.438	0.53	0
0.438	0.53	0
0.438	0.53	0
0.438	0.53	0
0.438	0.526	0
0.438	0.526	0
0.438	0.526	0
0.432	0.526	0
0.432	0.526	0
0.432	0.528	0
0.432	0.528	0
0.432	0.528	0
0.432	0.528	0
0.432	0.528	0
0.432	0.524	0
0.432	0.524	0
0.432	0.524	0
0.432	0.524	0
0.432	0.524	0
0.432	0.526	0
0.432	0.526	0
0.432	0.526	0
0.426	0.526	0
0.426	0.526	0
0.426	0.528	0
0.426	0.528	0
0.426	0.528	0
0.426	0.528	0
0.426	0.528	0
0.426	0.526	0
0.426	0.526	0
0.426	0.526	0
0.426	0.526	0
0.426	0.526	0
0.426	0.53	0
0.426	0.53	0
0.426	0.53	0
0.426	0.53	0
0.426	0.53	0
0.426	0.53	0
0.426	0.53	0
0.426	0.53	0
0.424	0.53	0
0.424	0.53	0
0.424	0.53	0
0.424	0.53	0
0.424	0.53	0
0.426	0.53	0
0.426	0.53	0
0.426	0.53	0
0.426	0.53	0
0.426	0.53	0
0.002	0.53	0
0.002	0.53	0
0.676	0.534	0
0.676	0.534	0
0.676	0.534	0
0.676	0.534	0
0.676	0.534	0
0.674	0.532	0
0.674	0.532	0
0.674	0.532	0
0.674	0.532	0
0.68	0.532	0
0.68	0.528	0
0.68	0.528	0
0.68	0.528	0
0.68	0.528	0
0.508	0.528	0
0.508	0.526	0
0.508	0.526	0
0.508	0.526	0
0.508	0.526	0
0.51	0.526	0
0.51	0.002	0
0.51	0.002	0
0.51	0.002	0
0.51	0.002	0
0.5	0.646	0
0.5	0.646	0
0.5	0.646	0
0.5	0.646	0
0.5	0.646	0
0.504	0.49	0
0.504	0.49	0
0.504	0.49	0
0.504	0.49	0
0.504	0.49	0
0.502	0.488	0
0.502	0.488	0
0.502	0.488	0
0.502	0.488	0
0.502	0.488	0
0.5	0.488	0
0.5	0.488	0
0.5	0.488	0
0.5	0.488	0
0.5	0.488	0
0.512	0.49	0
0.512	0.49	0
0.536	0.49	0
0.536	0.49	0
0.536	0.49	0
0.536	0.49	0
0.536	0.49	0
0.498	0.49	0
0.498	0.49	0
0.498	0.49	0
0.498	0.488	0
0.52	0.488	0
0.52	0.488	0
0.52	0.488	0
0.52	0.488	0
0.52	0.488	0
0.536	0.488	0
0.536	0.488	0
0.536	0.488	0
0.536	0.488	0
0.536	0.488	0
0.496	0.488	0
0.496	0.488	0
0.496	0.488	0
0.496	0.488	0
0.528	0.488	0
0.528	0.488	0
0.528	0.488	0
0.528	0.488	0
0.528	0.488	0
0.516	0.45	0
0.516	0.45	0
0.516	0.45	0
0.516	0.45	0
0.516	0.45	0
0.504	0.438	0
0.504	0.438	0
0.504	0.438	0
0.504	0.438	0
0.504	0.438	0
0.51	0.444	0
0.51	0.444	0
0.51	0.444	0
0.51	0.444	0
0.51	0.444	0
0.514	0.438	0
0.514	0.438	0
0.514	0.438	0
0.514	0.438	0
0.514	0.438	0
0.524	0.436	0
0.524	0.436	0
0.524	0.436	0
0.524	0.436	0
0.524	0.436	0
0.52	0.434	0
0.52	0.434	0
0.52	0.434	0
0.52	0.434	0
0.52	0.434	0
0.514	0.434	0
0.514	0.434	0
0.514	0.434	0
0.514	0.434	0
0.514	0.434	0
0.512	0.434	0
0.512	0.434	0
0.512	0.434	0
0.512	0.44	0
0.512	0.44	0
0.516	0.44	0
0.516	0.44	0
0.516	0.44	0
0.516	0.444	0
0.516	0.444	0
0.518	0.444	0
0.518	0.444	0
0.518	0.444	0
0.518	0.446	0
0.526	0.446	0
0.526	0.446	0
0.526	0.446	0
0.526	0.446	0
0.526	0.444	0
0.526	0.444	0
0.526	0.444	0
0.526	0.444	0
0.526	0.444	0
0.526	0.442	0
0.524	0.442	0
0.524	0.442	0
0.524	0.442	0
0.524	0.442	0
0.524	0.446	0
0.518	0.446	0
0.518	0.446	0
0.518	0.446	0
0.518	0.446	0
0.518	0.444	0
0.52	0.444	0
0.52	0.444	0
0.52	0.444	0
0.52	0.444	0
0.52	0.444	0
0.516	0.444	0
0.516	0.444	0
0.516	0.444	0
0.516	0.444	0
0.516	0.444	0
0.516	0.444	0
0.516	0.444	0
0.516	0.444	0
0.516	0.444	0
0.516	0.444	0
0.514	0.444	0
0.514	0.444	0
0.514	0.444	0
0.514	0.444	0
0.514	0.444	0
0.518	0.444	0
0.518	0.442	0
0.518	0.442	0
0.518	0.442	0
0.518	0.442	0
0.518	0.442	0
0.518	0.438	0
0.518	0.438	0
0.518	0.438	0
0.518	0.438	0
0.516	0.438	0
0.516	0.44	0
0.516	0.44	0
0.516	0.44	0
0.516	0.44	0
0.514	0.44	0
0.514	0.44	0
0.514	0.44	0
0.514	0.44	0
0.514	0.44	0
0.514	0.44	0
0.514	0.432	0
0.514	0.432	0
0.514	0.432	0
0.514	0.432	0
0.516	0.432	0
0.516	0.436	0
0.516	0.436	0
0.516	0.436	0
0.516	0.436	0
0.516	0.436	0
0.516	0.436	0
0.516	0.436	0
0.516	0.436	0
0.516	0.436	0
0.52	0.436	0
0.52	0.438	0
0.52	0.438	0
0.52	0.438	0
0.52	0.438	0
0.516	0.438	0
0.516	0.436	0
0.516	0.436	0
0.516	0.436	0
0.516	0.436	0
0.512	0.436	0
0.512	0.438	0
0.512	0.438	0
0.512	0.438	0
0.514	0.438	0
0.514	0.438	0
0.514	0.438	0
0.514	0.438	0
0.514	0.438	0
0.514	0.438	0
0.512	0.438	0
0.512	0.438	0
0.512	0.438	0
0.512	0.438	0
0.512	0.438	0
0.51	0.438	0
0.51	0.438	0
0.51	0.438	0
0.51	0.438	0
0.51	0.438	0
0.516	0.438	0
0.516	0.44	0
0.516	0.44	0
0.516	0.44	0
0.516	0.44	0
0.514	0.44	0
0.514	0.44	0
0.514	0.44	0
0.514	0.44	0
0.514	0.44	0
0.51	0.44	0
0.51	0.446	0
0.51	0.446	0
0.51	0.446	0
0.51	0.446	0
0.512	0.446	0
0.512	0.444	0
0.512	0.444	0
0.512	0.444	0
0.512	0.444	0
0.52	0.444	0
0.52	0.444	0
0.52	0.444	0
0.52	0.444	0
0.52	0.444	0
0.522	0.444	0
0.522	0.444	0
0.522	0.444	0
0.522	0.444	0
0.52	0.444	0
0.52	0.444	0
0.52	0.442	0
0.52	0.442	0
0.52	0.442	0
0.52	0.442	0
0.522	0.442	0
0.522	0.698	0
0.522	0.698	0
0.522	0.698	0
0.522	0.698	0
0.526	0.698	0
0.526	0.608	0
0.526	0.608	0
0.526	0.608	0
0.526	0.608	0
0.524	0.608	0
0.524	0.616	0
0.524	0.616	0
0.524	0.616	0
0.524	0.616	0
0.526	0.616	0
0.526	0.618	0
0.526	0.618	0
0.526	0.618	0
0.526	0.618	0
0.526	0.618	0
0.526	0.622	0
0.526	0.622	0
0.526	0.622	0
0.526	0.622	0
0.526	0.622	0
0.526	0.624	0
0.526	0.624	0
0.526	0.624	0
0.526	0.624	0
0.524	0.624	0
0.524	0.63	0
0.524	0.63	0
0.524	0.63	0
0.524	0.63	0
0.524	0.63	0
0.524	0.57	0
0.524	0.57	0
0.524	0.57	0
0.524	0.57	0
0.526	0.57	0
0.526	0.552	0
0.526	0.552	0
0.526	0.552	0
0.526	0.552	0
0.524	0.552	0
0.524	0.544	0
0.524	0.544	0
0.524	0.544	0
0.524	0.544	0
0.514	0.544	0
0.514	0.538	0
0.514	0.538	0
0.514	0.538	0
0.514	0.538	0
0.516	0.538	0
0.516	0.538	0
0.516	0.538	0
0.516	0.536	0
0.516	0.536	0
0.516	0.536	0
0.516	0.536	0
0.516	0.536	0
0.516	0.538	0
0.516	0.538	0
0.518	0.538	0
0.518	0.538	0
0.518	0.538	0
0.518	0.534	0
0.516	0.534	0
0.516	0.534	0
0.516	0.534	0
0.516	0.534	0
0.516	0.536	0
0.516	0.536	0
0.52	0.536	0
0.52	0.536	0
0.52	0.536	0
0.52	0.534	0
0.52	0.534	0
0.522	0.534	0
0.522	0.534	0
0.522	0.534	0
0.522	0.53	0
0.522	0.53	0
0.526	0.53	0
0.526	0.53	0
0.526	0.53	0
0.526	0.532	0
0.526	0.532	0
0.522	0.532	0
0.522	0.532	0
0.522	0.532	0
0.522	0.526	0
0.522	0.526	0
0.002	0.526	0
0.002	0.526	0
0.002	0.526	0
0.002	0.528	0
0.002	0.528	0
0	0.528	0
0	0.528	0
0	0.528	0
0	0.526	0
0	0.526	0
0	0.526	0
0	0.526	0
0	0.526	0
0	0.524	0
0	0.524	0
0	0.524	0
0	0.524	0
0	0.524	0
0	0.526	0
0	0.526	0
0	0.526	0
0	0.526	0
0	0.526	0
0	0.524	0
0	0.524	0
0	0.524	0
0	0.524	0
0	0.524	0
0	0.524	0
0	0.524	0
0	0.524	0
0	0.524	0
0	0.524	0
0	0.524	0
0	0.524	0
0	0.524	0
0	0.524	0
0	0.524	0
0	0.526	0
0	0.526	0
0	0.526	0
0	0.526	0
0	0.526	0
0	0.524	0
0	0.524	0
0	0.524	0
0	0.524	0
0	0.524	0
0	0.526	0
0	0.526	0
0	0.526	0
0	0.526	0
0	0.526	0
0	0.528	0
0	0.528	0
0	0.528	0
0	0.528	0
0	0.528	0
0	0.528	0
0	0.528	0
0	0.528	0
0	0.528	0
0	0.528	0
0	0.53	0
0	0.53	0
0	0.53	0
0	0.53	0
0	0.53	0
0	0.534	0
0	0.534	0
0	0.534	0
0	0.534	0
0	0.534	0
0	0.532	0
0	0.532	0
0	0.532	0
0	0.532	0
0	0.532	0
0	0.538	0
0	0.538	0
0	0.538	0
0	0.538	0
0	0.538	0
0	0.542	0
0	0.542	0
0	0.542	0
0	0.542	0
0	0.542	0
0	0.54	0
0	0.54	0
0	0.54	0
0	0.54	0
0	0.54	0
0	0.54	0
0	0.54	0
0	0.54	0
0	0.54	0
0	0.54	0
0	0.536	0
0	0.536	0
0	0.536	0
0	0.536	0
0	0.536	0
0	0.536	0
0	0.536	0
0	0.536	0
0	0.536	0
0	0.536	0
0	0.532	0
0	0.532	0
0	0.532	0
0	0.532	0
0	0.532	0
0	0.536	0
0	0.536	0
0	0.536	0
0	0.536	0
0	0.536	0
0	0.536	0
0	0.536	0
0	0.536	0
0	0.536	0
0	0.536	0
0	0.536	0
0	0.536	0
0	0.536	0
0	0.536	0
0	0.536	0
0	0.536	0
0	0.536	0
0	0.542	0
0	0.542	0
0	0.542	0
0	0.542	0
0	0.542	0
0	0.544	0
0	0.544	0
0	0.544	0
0	0.544	0
0	0.544	0
0	0.544	0
0	0.544	0
0	0.544	0
0	0.544	0
0	0.544	0
0	0.002	0
0	0.002	0
0	0.002	0
0	0.002	0
0	0.002	0
0	0.002	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
