Regular (kW)	PermPress (kW)	Timed (kW)
0.196	2.958	0.182
0.196	2.958	0.182
0.198	2.958	0.182
0.198	2.958	0.182
0.198	2.958	0.182
0.198	2.952	0.182
0.198	2.952	0.182
0.198	2.952	0.182
0.198	2.952	0.182
0.198	2.952	0.182
0.198	2.956	0.182
0.198	2.956	0.182
0.198	2.956	3.026
0.198	2.956	3.026
0.198	2.956	3.026
0.198	2.956	3.026
0.198	2.956	2.972
0.198	2.956	2.972
0.198	2.956	2.972
0.198	2.956	2.972
0.198	2.96	2.972
0.198	2.96	2.938
0.198	2.96	2.938
0.198	2.96	2.938
0.198	2.96	2.938
0.198	2.958	2.938
0.198	2.958	2.924
0.198	2.958	2.924
0.198	2.958	2.924
0.198	2.958	2.924
0.198	2.96	2.924
0.196	2.96	2.914
0.196	2.96	2.914
0.196	2.96	2.914
0.196	2.96	2.914
0.196	2.96	2.914
0.198	2.96	2.914
0.198	2.96	2.914
0.198	2.96	2.914
0.198	2.96	2.914
0.198	2.958	2.914
0.2	2.958	2.908
0.2	2.958	2.908
0.2	2.958	2.908
0.2	2.958	2.908
0.2	2.952	2.908
0.198	2.952	2.898
0.198	2.952	2.898
0.198	2.952	2.898
0.198	2.952	2.898
0.198	2.96	2.898
0.196	2.96	2.902
0.196	2.96	2.902
0.196	2.96	2.902
0.196	2.96	2.926
0.196	2.96	2.926
0.198	2.96	2.926
0.198	2.96	2.932
0.198	2.96	2.932
0.198	2.96	2.956
0.198	2.958	2.956
0.198	2.958	2.956
0.198	2.958	2.956
0.198	2.958	2.956
0.198	2.958	2.94
0.198	2.958	2.94
0.196	2.958	2.94
0.196	2.958	2.94
0.196	2.958	2.94
0.196	2.958	2.94
0.196	2.958	2.94
0.198	2.958	2.94
0.198	2.958	2.928
0.198	2.958	2.928
0.198	2.958	2.928
0.198	2.954	2.928
0.198	2.954	2.93
0.198	2.954	2.93
0.198	2.954	2.93
0.198	2.954	2.93
0.198	2.96	2.93
0.196	2.96	2.93
0.196	2.96	2.93
0.196	2.96	2.93
0.196	2.96	2.93
0.196	2.956	2.93
0.196	2.956	2.926
0.196	2.956	2.926
0.196	2.956	2.926
0.196	2.956	2.926
0.196	2.954	2.926
0.194	2.954	2.924
0.194	2.954	2.924
0.194	1.356	2.924
0.194	1.356	2.924
0.194	0.19	2.924
0.196	0.19	2.928
0.196	0.19	2.928
0.196	0.19	2.928
0.196	0.19	2.928
0.196	0.19	2.928
0.196	0.19	2.928
0.196	0.19	2.928
0.196	0.19	2.928
0.196	0.19	2.928
0.196	0.19	2.928
0.198	0.19	2.946
0.198	0.19	2.946
0.198	0.19	2.946
0.198	0.19	2.946
0.198	0.19	2.946
0.198	0.19	2.946
0.198	0.19	2.946
0.198	0.19	2.946
0.198	0.19	2.946
0.198	0.192	2.946
0.196	0.192	2.938
0.196	0.192	2.938
0.196	0.192	2.938
0.196	0.192	2.938
0.196	0.192	2.938
0.196	0.192	2.928
0.198	0.192	2.928
0.198	0.192	2.928
0.198	0.192	2.928
0.198	0.19	2.928
0.196	0.19	2.936
0.196	0.19	2.936
0.196	0.19	2.936
0.196	0.19	2.936
0.196	0.188	2.936
0.196	0.188	2.936
0.196	0.188	2.934
0.196	0.188	2.934
0.196	0.188	2.934
0.196	0.19	2.934
0.198	0.19	2.938
0.198	0.19	2.938
0.198	0.19	2.938
0.198	0.19	2.938
0.198	0.19	2.938
0.198	0.19	2.94
0.198	0.19	2.94
0.198	0.19	2.94
0.198	0.19	2.94
0.198	0.19	2.94
0.198	0.19	2.934
0.198	0.19	2.934
0.198	0.19	2.934
0.198	0.19	2.934
0.198	0.19	2.934
0.196	0.19	2.932
0.196	0.19	2.932
0.196	0.19	2.932
0.196	0.19	2.932
0.196	0.19	2.932
0.198	0.19	2.928
0.198	0.19	2.928
0.198	0.19	2.928
0.198	0.19	2.928
0.198	0.188	2.928
0.198	0.188	2.926
0.198	0.188	2.926
0.198	0.188	2.926
0.198	0.188	2.926
0.198	0.19	2.926
0.196	0.19	2.93
0.196	0.19	2.93
0.196	0.19	2.93
0.196	0.19	2.93
0.196	0.188	2.93
0.198	0.188	2.95
0.198	0.188	2.95
0.198	0.188	2.95
0.198	0.188	2.95
0.198	0.188	2.95
0.196	0.188	2.938
0.196	0.188	2.938
0.196	0.188	2.938
0.196	0.188	2.938
0.196	0.188	2.938
0.196	0.188	2.93
0.196	0.188	2.93
0.196	0.188	2.93
0.196	0.188	2.93
0.196	0.186	2.93
0.196	0.186	2.938
0.196	0.186	2.938
0.196	0.186	2.938
0.196	0.186	2.938
0.196	0.188	2.938
0.196	0.188	2.938
3.076	0.188	2.934
3.076	0.188	2.934
3.076	0.188	2.934
3.076	0.188	2.934
2.966	0.188	2.938
2.966	0.188	2.938
2.966	0.188	2.938
2.966	0.188	2.938
2.966	0.188	2.938
2.926	0.188	2.93
2.926	0.188	2.93
2.926	0.188	2.93
2.926	0.188	2.93
2.926	0.19	2.93
2.91	0.19	2.928
2.91	0.19	2.928
2.91	0.19	2.928
2.928	0.19	2.928
2.928	0.188	2.928
2.928	0.188	2.926
2.928	0.188	2.926
2.928	0.188	2.926
2.928	0.188	2.926
2.928	0.188	2.926
2.928	0.188	2.924
2.928	0.188	2.924
2.922	0.188	2.924
2.922	0.188	2.924
2.922	0.188	2.924
2.922	0.188	2.93
2.922	0.188	2.93
2.916	0.188	2.93
2.916	0.188	2.93
2.916	0.188	2.93
2.916	0.188	2.93
2.916	0.188	2.93
2.914	0.188	2.93
2.914	0.188	2.93
2.914	0.188	2.93
2.914	0.188	2.938
2.914	0.188	2.938
2.916	0.188	2.938
2.916	1.992	2.938
2.916	1.992	2.938
2.916	3.112	2.934
2.916	3.112	2.934
2.912	3.112	2.934
2.912	3.112	2.934
2.912	3.112	2.934
2.912	3.032	2.918
2.912	3.032	2.918
2.908	3.032	2.918
2.908	3.032	2.918
2.908	3.032	2.918
2.908	2.998	2.92
2.908	2.998	2.92
2.904	2.998	2.92
2.904	2.998	2.92
2.904	2.998	2.92
2.904	2.984	2.92
2.904	2.984	2.924
2.904	2.984	2.924
2.904	2.984	2.924
2.904	2.984	2.924
2.904	2.974	2.924
2.904	2.974	2.924
2.902	2.974	2.924
2.902	2.974	2.924
2.902	2.974	2.924
2.902	2.974	2.924
2.902	2.974	2.924
2.892	2.974	2.924
2.892	2.974	2.924
2.892	2.974	2.924
2.892	2.972	2.924
2.892	2.972	2.924
2.894	2.972	2.924
2.894	2.972	2.924
2.894	2.972	2.924
2.894	2.972	2.93
2.894	2.972	2.93
2.892	2.972	2.93
2.892	2.972	2.93
2.892	2.972	2.336
2.892	2.964	2.336
2.892	2.964	2.336
2.894	2.964	0.182
2.894	2.964	0.182
2.894	2.964	0.182
2.894	2.966	0.182
2.894	2.966	0.182
2.892	2.966	0.182
2.892	2.966	0.182
2.912	2.966	0.182
2.912	2.97	0.182
2.912	2.97	0.182
2.912	2.97	0.182
2.912	2.97	0.182
2.906	2.97	0.182
2.906	2.974	0.182
2.906	2.974	0.182
2.906	2.974	0.182
2.906	2.974	0.182
2.906	2.974	0.182
2.906	2.97	0.182
2.906	2.97	0.182
2.906	2.97	0.182
2.906	2.97	0.182
2.906	2.97	0.182
2.906	2.968	0.182
2.914	2.968	0.18
2.914	2.968	0.18
2.914	2.968	0.18
2.914	2.968	0.18
2.908	2.966	0.18
2.908	2.966	0.18
2.908	2.966	0.18
2.908	2.966	0.18
2.908	2.966	0.18
2.914	2.968	0.18
2.914	2.968	0.18
2.914	2.968	0.18
2.914	2.968	0.18
2.914	2.968	0.18
2.914	2.966	0.18
2.914	2.966	0.18
2.914	2.966	0.18
2.914	2.966	0.18
2.914	2.966	0.18
2.916	2.966	0.18
2.916	2.966	0.18
2.916	2.966	0.18
2.916	2.966	0.18
2.916	2.966	0.18
2.906	2.964	0.18
2.906	2.964	0.18
2.906	2.964	0.18
2.906	2.964	0.18
2.906	2.964	0.18
2.908	2.966	0.18
2.908	2.966	0.176
2.908	2.966	0.176
2.908	2.966	0.176
2.908	2.966	0.176
2.908	2.96	0.176
2.908	2.96	0.176
2.908	2.96	0.176
2.908	2.96	0.176
2.908	2.96	0.176
2.912	2.96	0.176
2.912	2.96	0.178
2.912	2.96	0.178
2.912	2.96	0.178
2.912	2.96	0.178
2.912	2.96	0.178
2.912	2.96	0.178
2.912	2.96	0.178
2.912	2.96	0.178
2.912	2.96	0.178
2.906	2.964	0.178
2.906	2.964	0.178
2.906	2.964	0.178
2.906	2.964	0.178
2.906	2.964	0.178
2.906	2.13	0.178
2.906	2.13	0.176
2.906	0.192	0.176
2.906	0.192	0.176
2.906	0.192	0.176
2.906	0.192	0.176
2.902	0.192	0.18
2.902	0.192	0.18
2.902	0.192	0.18
2.902	0.192	0.18
2.902	0.192	0.18
2.902	0.192	0.178
2.902	0.19	0.178
2.902	0.19	0.178
2.902	0.19	0.178
2.898	0.19	0.178
2.898	0.19	0.178
2.898	0.19	0.178
2.898	0.19	0.178
2.898	0.19	0.178
2.898	0.19	0.178
2.898	0.19	0.178
2.898	0.19	0.178
2.898	0.19	0.178
2.898	0.19	0.178
2.902	0.19	0.178
2.902	0.19	0.176
2.902	0.19	0.176
2.902	0.19	0.176
2.902	0.19	0.176
2.898	0.19	0.176
2.898	0.19	0.178
2.898	0.188	0.178
2.898	0.188	0.178
2.898	0.188	0.178
2.898	0.188	0.178
2.898	0.188	0.178
2.898	0.19	0.178
2.898	0.19	0.178
2.898	0.19	0.178
2.89	0.19	0.178
2.89	0.19	0.176
2.89	0.19	0.176
2.89	0.19	0.176
2.89	0.19	0.176
2.894	0.19	0.176
2.894	0.19	0.178
2.894	0.19	0.178
2.894	0.19	0.178
2.894	0.19	0.178
2.9	0.19	0.178
2.9	0.19	0.178
2.9	0.19	0.178
2.9	0.19	0.178
2.9	0.19	0.178
2.902	0.19	0.178
2.902	0.19	0.178
2.902	0.19	0.178
2.902	0.19	0.178
2.902	0.192	0.178
2.892	0.192	0.178
2.892	0.192	0.176
2.892	0.192	0.176
2.892	0.192	0.176
2.892	0.19	0.176
2.904	0.19	0.176
2.904	0.19	0.178
2.904	0.19	0.178
2.904	0.19	0.178
2.904	0.19	0.178
2.908	0.19	0.178
2.908	0.19	0.176
2.908	0.19	0.176
2.908	0.19	0.176
2.908	0.19	0.176
2.908	0.19	0.176
2.908	0.19	0.178
0.196	0.19	0.178
0.196	0.19	0.178
0.196	0.19	0.178
0.196	0.19	0.178
0.196	0.19	0.178
0.196	0.19	0.178
0.196	0.19	0.178
0.196	0.19	0.178
0.196	0.19	0.178
0.198	0.19	0.178
0.198	0.19	0.178
0.198	0.19	0.178
0.198	0.19	0.178
0.198	0.19	0.178
0.196	0.19	0.176
0.196	0.19	0.176
0.196	0.19	0.176
0.196	0.19	0.176
0.196	0.19	0.176
0.196	0.19	0.18
0.196	0.19	0.18
0.196	0.19	0.18
0.196	0.19	0.18
0.196	0.19	0.18
0.196	0.19	0.178
0.196	0.19	0.178
0.196	0.19	0.178
0.196	0.19	0.178
0.196	0.19	0.178
0.194	0.19	0.178
0.194	0.19	0.178
0.194	0.19	0.178
0.194	0.19	0.178
0.194	0.19	0.178
0.196	0.19	0.18
0.196	0.19	0.18
0.196	0.19	0.18
0.196	0.19	0.18
0.196	0.19	0.18
0.196	0.19	0.18
0.196	0.19	0.18
0.196	0.19	0.18
0.196	0.19	0.18
0.196	0.19	0.18
0.194	0.19	0.178
0.194	0.19	0.178
0.194	0.19	0.178
0.194	0.19	0.178
0.194	0.19	0.178
0.196	0.19	0.18
0.196	0.19	0.18
0.196	0.19	3.126
0.196	0.192	3.126
0.196	0.192	3.126
0.196	0.192	3.126
0.196	0.192	3.126
0.196	0.192	3.126
0.196	0.192	3.126
0.196	0.192	2.988
0.192	0.192	2.988
0.192	0.192	2.988
0.192	0.192	2.988
0.192	0.192	2.988
0.192	0.192	2.97
0.194	0.192	2.97
0.194	0.192	2.97
0.194	0.192	2.97
0.194	0.192	2.97
0.194	0.192	2.952
0.194	0.192	2.952
0.194	0.192	2.952
0.194	0.192	2.952
0.194	0.19	2.952
0.194	0.19	2.946
0.194	0.19	2.946
0.194	0.19	2.946
0.194	0.19	2.946
0.194	0.192	2.946
0.194	0.192	2.94
0.194	0.192	2.94
0.194	0.192	2.94
0.194	0.192	2.94
0.194	0.19	2.94
0.194	0.19	2.94
0.192	0.19	2.94
0.192	0.19	2.94
0.192	0.19	2.94
0.192	0.192	2.94
0.192	0.192	2.94
0.192	0.192	2.94
0.192	0.192	2.94
0.192	0.192	2.94
0.192	0.19	2.94
0.192	0.19	2.944
0.194	0.19	2.944
0.194	0.19	2.944
0.194	0.19	2.944
0.194	3.14	2.944
0.194	3.14	2.95
0.196	3.14	2.95
0.196	3.14	2.95
0.196	3.14	2.95
0.196	3.06	2.95
0.196	3.06	2.94
0.192	3.06	2.94
0.192	3.06	2.94
0.192	3.06	2.94
0.192	3.022	2.94
0.192	3.022	2.936
0.192	3.022	2.936
0.192	3.022	2.936
0.192	3.022	2.936
0.192	3.002	2.936
0.192	3.002	2.938
0.194	3.002	2.938
0.194	3.002	2.938
0.194	3.002	2.938
0.194	2.99	2.938
0.194	2.99	2.946
0.192	2.99	2.946
0.192	2.99	2.946
0.192	2.99	2.946
0.192	2.984	2.946
0.192	2.984	2.944
0.194	2.984	2.944
0.194	2.984	2.944
0.194	2.984	2.944
0.194	2.984	2.944
0.194	2.984	2.946
0.192	2.984	2.946
0.192	2.984	2.946
0.192	2.984	2.946
0.192	2.976	2.946
0.192	2.976	2.952
0.192	2.976	2.952
0.192	2.976	2.952
0.192	2.976	2.952
0.192	2.986	2.952
0.192	2.986	2.946
0.194	2.986	2.946
0.194	2.986	2.946
0.194	2.986	2.946
0.194	2.982	2.946
0.194	2.982	2.948
0.192	2.982	2.948
0.192	2.982	2.948
0.192	2.982	2.948
0.192	2.982	2.948
0.192	2.982	2.946
0.192	2.982	2.946
0.192	2.982	2.946
0.192	2.982	2.946
0.192	2.978	2.946
0.192	2.978	2.948
0.192	2.978	2.948
0.192	2.978	2.948
0.192	2.978	2.948
0.192	2.978	2.948
0.192	2.978	2.956
0.194	2.978	2.956
0.194	2.978	2.956
0.194	2.978	2.956
0.194	2.98	2.956
0.194	2.98	2.954
0.192	3.048	2.954
0.192	3.048	2.954
0.192	3.048	2.954
0.192	3.048	2.954
0.192	3.048	2.948
0.194	3.032	2.948
0.194	3.032	2.948
0.194	3.032	2.948
0.194	3.032	2.948
0.194	3.032	2.95
0.194	3.03	2.95
0.194	3.03	2.95
0.194	3.03	2.95
0.194	3.03	2.95
0.194	3.03	2.95
0.192	3.026	2.95
0.192	3.026	2.95
0.192	3.026	2.95
0.192	3.026	2.95
0.192	3.026	2.948
0.192	3.026	2.948
0.192	3.026	2.948
0.192	3.026	2.948
0.192	3.026	2.948
0.192	3.026	2.944
0.194	3.026	2.944
0.194	3.026	2.944
0.194	3.026	2.944
0.194	3.026	2.944
0.194	3.026	2.942
0.194	3.02	2.942
0.194	3.02	2.942
0.194	3.02	2.942
0.194	3.02	2.942
0.194	3.02	2.942
0.192	3.016	2.942
0.192	3.016	2.942
0.192	0.192	2.942
0.192	0.192	2.942
0.192	0.19	2.942
0.194	0.19	2.942
0.194	0.19	2.942
0.194	0.19	2.942
0.194	0.19	2.942
0.194	0.19	2.94
0.194	0.19	2.94
0.194	0.19	2.94
0.194	0.19	2.94
0.194	0.19	2.94
0.194	0.192	2.95
0.194	0.192	2.95
0.194	0.192	2.95
0.194	0.192	2.95
0.194	0.192	2.95
0.194	0.19	2.956
0.192	0.19	2.956
0.192	0.19	2.956
0.192	0.19	0.772
0.192	0.19	0.772
0.192	0.192	0.772
0.192	0.192	0.772
0.192	0.192	0.772
0.192	0.192	0.186
0.192	0.192	0.186
0.192	0.192	0.186
0.192	0.192	0.186
0.192	0.192	0.186
0.192	0.192	0.182
0.192	0.192	0.182
0.192	0.192	0.182
0.194	0.192	0.182
0.194	0.192	0.182
0.194	0.192	0.182
0.194	0.192	0.182
0.194	0.192	0.182
0.194	0.192	0.182
0.194	0.192	0.182
0.194	0.192	0.182
0.194	0.192	0.182
0.194	0.19	0.182
0.192	0.19	0.182
0.192	0.19	0.182
0.192	0.19	0.182
0.192	0.19	0.182
0.192	0.19	0.184
0.194	0.19	0.184
0.194	0.19	0.184
0.194	0.19	0.184
0.194	0.19	0.184
0.194	0.19	0.182
0.192	0.19	0.182
0.192	0.19	0.182
0.192	0.19	0.182
0.192	0.19	0.182
0.192	0.19	0.184
0.192	0.19	0.184
0.192	0.19	0.184
0.192	0.19	0.184
0.192	0.19	0.184
0.192	0.19	0.184
0.192	0.19	0.184
0.192	0.19	0.184
0.192	0.19	0.184
0.192	0.19	0.184
0.192	0.19	0.182
0.194	0.19	0.182
0.194	0.19	0.182
0.194	0.19	0.182
0.194	0.19	0.182
0.194	0.19	0.182
0.192	0.19	0.182
0.192	0.19	0.182
0.192	0.19	0.182
0.192	0.19	0.182
0.192	0.19	0.184
0.192	0.19	0.184
0.192	0.19	0.184
0.192	0.19	0.184
0.192	0.19	0.184
0.192	0.19	0.182
0.192	0.19	0.182
0.192	0.19	0.182
0.192	0.19	0.182
0.192	0.19	0.182
3.044	0.188	0.18
3.044	0.188	0.18
3.044	0.188	0.18
3.044	0.188	0.18
3.044	0.188	0.18
2.96	0.19	0.18
2.96	0.19	0.18
2.96	0.19	0.18
2.96	0.19	0.18
2.96	0.19	0.18
2.92	0.19	0.18
2.92	0.19	0.18
2.92	0.19	0.18
2.92	0.19	0.18
2.92	0.19	0.18
2.908	0.19	0.18
2.908	0.19	0.18
2.908	0.19	0.18
2.908	0.19	0.18
2.908	0.19	0.18
2.9	0.19	0.18
2.9	0.19	0.18
2.9	0.19	0.18
2.9	0.19	0.18
2.9	0.19	0.18
2.896	0.188	0.182
2.896	0.188	0.182
2.896	0.188	0.182
2.896	0.188	0.182
2.896	0.188	0.182
2.894	0.19	0.18
2.894	0.19	0.18
2.894	0.19	0.18
2.894	0.19	0.18
2.894	0.19	0.18
2.892	0.19	0.18
2.892	0.19	0.18
2.892	0.19	0.18
2.892	0.19	0.18
2.892	0.19	0.18
2.892	0.188	0.18
2.892	0.188	0.18
2.892	0.188	0.18
2.892	0.188	0.18
2.892	0.188	0.18
2.884	0.19	0.18
2.884	0.19	0.18
2.884	0.19	0.18
2.884	0.19	0.18
2.884	0.19	0.18
2.888	0.19	0.182
2.888	0.19	0.182
2.888	0.19	0.182
2.888	0.19	0.182
2.888	0.19	0.182
2.888	0.19	0.18
2.888	0.19	0.18
2.888	0.19	0.18
2.888	0.19	0.18
2.888	0.19	0.18
2.896	0.188	0.18
2.896	0.188	0.18
2.896	0.188	0.18
2.896	0.188	0.18
2.896	0.188	0.18
2.894	0.188	0.182
2.894	0.188	0.182
2.894	0.188	0.182
2.894	0.188	0.182
2.894	0.188	0.182
2.89	0.188	0.182
2.89	0.188	0.182
2.89	0.188	0.182
2.89	0.188	0.182
2.89	0.188	0.182
2.89	0.19	0.182
2.89	0.19	0.182
2.89	0.19	0.182
2.89	0.19	0.182
2.89	0.19	0.182
2.888	0.188	0.18
2.888	0.188	0.18
2.888	0.188	0.18
2.888	0.188	0.18
2.888	0.188	0.18
2.888	0.19	0.182
2.888	0.19	0.182
2.888	0.19	0.182
2.888	0.19	0.182
2.888	0.19	0.182
2.886	0.188	0.184
2.886	0.188	0.184
2.886	0.188	0.184
2.886	0.188	0.184
2.886	0.188	0.184
2.882	0.188	0.182
2.882	0.188	0.182
2.882	0.188	0.182
2.882	0.188	0.182
2.882	0.188	0.182
2.882	0.188	0.182
2.882	0.188	0.182
2.882	0.188	0.182
2.882	0.188	0.182
2.882	0.188	0.182
2.884	0.188	0.182
2.884	0.188	0.182
2.884	0.188	0.182
2.884	0.188	0.182
2.884	0.188	0.182
2.89	0.19	0.184
2.89	0.19	0.184
2.89	0.19	0.184
2.89	0.19	0.184
2.89	0.19	0.184
2.882	0.188	0.184
2.882	0.188	0.184
2.882	0.188	0.184
2.882	0.188	0.184
2.882	0.188	0.184
2.884	2.762	0.182
2.884	2.762	0.182
2.884	3.134	0.182
2.884	3.134	0.182
2.884	3.134	0.182
2.88	3.134	0.178
2.88	3.134	0.178
2.88	3.056	0.178
2.88	3.056	0.178
2.88	3.056	0.178
2.892	3.056	0.178
2.892	3.056	0.178
2.892	3.016	0.182
2.892	3.016	0.182
2.892	3.016	0.182
2.882	3.016	0.182
2.882	3.016	0.182
2.882	2.994	0.182
2.882	2.994	0.182
2.882	2.994	0.182
2.884	2.994	0.182
2.884	2.994	0.182
2.884	2.984	0.18
2.884	2.984	0.18
2.884	2.984	0.18
2.886	2.984	0.18
2.886	2.984	0.18
2.886	2.982	0.182
2.886	2.982	0.182
2.886	2.982	0.182
2.876	2.982	0.182
2.876	2.982	0.182
2.876	2.978	0.182
2.876	2.978	0.182
2.876	2.978	0.182
2.886	2.978	0.182
2.886	2.978	0.182
2.886	2.978	0.182
2.886	2.978	0.182
2.886	2.978	0.182
2.884	2.978	0.182
2.884	2.978	0.182
2.884	2.978	0.184
2.884	2.978	0.184
2.884	2.978	0.184
2.882	2.978	0.184
2.882	2.978	0.184
2.882	2.978	0.184
2.882	2.978	0.184
2.882	2.968	0.184
2.876	2.968	0.184
2.876	2.968	0.184
0.278	2.968	0.184
0.278	2.968	0.184
0.278	2.96	0.184
0.278	2.96	0.184
0.278	2.96	0.184
0.192	2.96	0.184
0.192	2.96	0.184
0.192	2.966	0.184
0.192	2.966	0.184
0.192	2.966	0.184
0.192	2.966	0.186
0.192	2.966	0.186
0.192	2.97	0.186
0.192	2.97	0.186
0.192	2.97	0.186
0.192	2.97	0.18
0.192	2.97	0.18
0.192	2.966	0.18
0.192	2.966	0.18
0.192	2.966	0.18
0.192	2.966	0.178
0.192	2.966	0.178
0.192	2.966	0.178
0.192	2.966	0.178
0.192	2.966	0.178
0.192	2.966	0.178
0.192	2.966	0.178
0.192	2.962	0.178
0.192	2.962	0.178
0.192	2.962	0.178
0.192	2.962	0.178
0.192	2.962	0.178
0.192	2.95	0.178
0.192	2.95	0.178
0.192	2.95	0.178
0.192	2.95	0.176
0.192	2.95	0.176
0.192	2.958	0.176
0.192	2.958	0.176
0.192	0.892	0.176
0.192	0.892	0.178
0.192	0.188	0.178
0.192	0.188	0.178
0.192	0.188	0.178
0.192	0.188	0.178
0.192	0.188	0.178
0.192	0.186	0.178
0.192	0.186	0.178
0.192	0.186	0.178
0.192	0.186	0.178
0.192	0.186	0.18
0.192	0.186	0.18
0.192	0.186	0.18
0.192	0.186	0.18
0.192	0.186	0.18
0.19	0.186	0.178
0.19	0.186	0.178
0.19	0.186	0.178
0.19	0.186	0.178
0.19	0.186	0.178
0.19	0.186	0.178
0.19	0.186	0.178
0.19	0.186	0.178
0.19	0.186	0.178
0.19	0.186	0.178
0.192	0.186	0.178
0.192	0.186	0.178
0.192	0.186	0.178
0.192	0.186	0.178
0.192	0.186	0.178
0.19	0.186	0.178
0.19	0.186	0.178
0.19	0.184	0.178
0.19	0.184	0.178
0.19	0.184	0.178
0.192	0.184	0.178
0.192	0.184	0.178
0.192	0.186	0.178
0.192	0.186	0.178
0.192	0.186	0.178
0.192	0.186	0.176
0.192	0.186	0.176
0.192	0.186	0.176
0.192	0.186	0.176
0.192	0.186	0.176
0.192	0.186	0.178
0.192	0.186	0.178
0.192	0.188	0.178
0.192	0.188	0.178
0.192	0.188	0.178
0.19	0.188	0.178
0.19	0.188	0.178
0.19	0.186	0.178
0.19	0.186	0.178
0.19	0.186	0.178
0.192	0.186	0.178
0.192	0.186	0.178
0.192	0.186	0.178
0.192	0.186	0.178
0.192	0.186	0.178
0.188	0.186	0.178
0.188	0.186	0.178
0.188	0.186	0.178
0.188	0.186	0.178
0.188	0.186	0.178
0.19	0.186	0.176
0.19	0.186	0.176
0.19	0.186	0.176
0.19	0.186	0.176
0.19	0.186	0.176
0.192	0.186	0.176
0.192	0.186	0.176
0.192	0.186	0.176
0.192	0.186	0.176
0.192	0.186	0.176
0.192	0.186	0.176
0.192	0.186	0.176
0.192	0.184	0.176
0.192	0.184	0.176
0.192	0.184	0.176
0.19	0.184	0.178
0.19	0.184	0.178
0.19	0.184	0.178
0.19	0.184	0.178
0.19	0.184	0.178
0.19	0.184	0.176
0.19	0.184	0.176
0.19	0.184	0.176
0.19	0.184	0.176
0.19	0.184	0.176
0.192	0.184	0.176
0.192	0.184	0.176
0.192	0.186	0.176
0.192	0.186	0.176
0.192	0.186	0.176
0.192	0.186	0.174
0.192	0.184	0.174
0.192	0.184	0.174
0.192	0.184	0.174
0.192	0.184	0.174
0.194	0.184	0.174
0.194	0.184	0.174
0.194	0.184	0.174
0.194	0.184	0.174
0.194	0.184	0.174
0.192	0.184	0.178
0.192	0.186	0.178
0.192	0.186	0.178
0.192	0.186	0.178
0.192	0.186	0.178
0.194	0.186	0.176
0.194	0.184	0.176
0.194	0.184	0.176
0.194	0.184	0.176
0.194	0.184	0.176
0.192	0.184	0.174
0.192	0.184	0.174
0.192	0.184	0.174
0.192	0.184	0.174
0.192	0.184	0.174
0.192	0.184	0.176
0.192	0.184	0.176
0.192	0.184	0.176
0.192	0.184	0.176
0.192	0.184	0.176
0.192	0.184	0.176
0.192	0.182	0.176
0.192	0.182	0.176
0.192	0.182	0.176
0.192	0.182	0.176
0.192	0.182	0.176
0.192	0.186	0.176
0.192	0.186	0.176
0.192	0.186	0.176
0.192	0.186	0.176
0.19	0.186	0.174
0.19	0.186	0.174
0.19	0.186	0.174
0.19	0.186	0.174
0.19	0.186	0.174
0.192	0.186	0.176
0.192	0.186	0.176
0.192	0.186	0.176
0.192	0.186	0.176
0.192	0.186	0.176
0.19	0.186	0.176
0.19	0.186	0.176
0.19	0.186	0.176
0.19	0.186	0.176
0.19	0.186	0.176
0.192	0.186	0.174
0.192	0.186	0.174
0.192	0.186	0.174
0.192	0.186	0.174
0.192	0.186	0.174
0.19	0.186	0.174
0.19	0.184	0.174
0.19	0.184	0.174
0.19	0.184	0.174
0.19	0.184	0.174
0.19	0.184	0.172
0.19	0.188	0.172
0.19	0.188	0.172
0.19	0.188	0.172
0.19	0.188	0.172
0.192	0.188	0.176
0.192	0.186	0.176
0.192	0.186	0.176
0.192	0.186	0.176
0.192	0.186	0.176
0.194	0.186	0.176
0.194	0.188	0.176
0.194	0.188	0.176
0.194	0.188	0.176
0.194	0.188	0.176
0.192	0.188	0.176
0.192	0.186	0.176
0.192	0.186	0.176
0.192	0.186	0.176
0.192	0.186	0.176
0.192	0.186	0.178
0.192	0.184	0.178
0.192	0.184	0.178
0.192	0.184	0.178
0.192	0.184	0.178
0.192	0.184	0.176
0.192	0.186	0.176
0.192	0.186	0.176
0.192	0.186	0.176
0.192	0.186	0.176
0.192	0.186	0.176
0.192	0.186	0.176
0.192	0.186	0.176
0.192	0.186	0.176
0.192	0.186	0.176
0.192	0.186	0.178
0.192	0.186	0.178
0.192	0.186	0.178
0.192	0.186	0.178
0.192	0.186	0.178
0.192	0.186	0.176
0.192	0.184	0.176
0.192	0.184	0.176
0.192	2.004	0.176
0.192	2.004	0.176
0.192	3.088	0.176
0.192	3.088	0.176
0.192	3.088	0.176
0.192	3.088	0.176
0.192	3.088	0.176
0.192	3.002	0.176
0.192	3.002	0.176
0.192	3.002	0.176
0.192	3.002	0.176
0.192	3.002	0.176
0.192	2.968	0.178
0.192	2.968	0.178
0.192	2.968	0.178
0.192	2.968	0.178
0.192	2.968	0.178
0.192	2.946	0.176
0.192	2.946	0.176
0.192	2.946	0.176
0.192	2.946	0.176
0.192	2.946	0.176
0.192	2.938	0.178
0.192	2.938	0.178
0.192	2.938	0.178
0.192	2.938	0.178
0.192	2.938	0.178
0.194	2.934	0.176
