Regular (kW)	PermPress (kW)	Timed (kW)
0.224	0	0.272
0.224	0	0.272
0.224	0	0.272
0.224	0	0.272
0.224	0	0.272
0.224	0	0.272
0.224	0	0.272
0.224	0	0.272
0.224	0	0.272
0.224	0	0.272
0.228	0	0.272
0.228	0	0.272
0.228	0	0.272
0.228	0	0.274
0.228	0	0.274
0.224	0	0.274
0.224	0	0.274
0.224	0	0.274
0.224	0	0.272
0.224	0	0.272
0.228	0	0.272
0.228	0	0.272
0.228	0	0.272
0.228	0	0.272
0.228	0	0.272
0.228	0	0.272
0.226	0	0.272
0.226	0	0.272
0.226	0	0.274
0.226	0	0.274
0.226	0	0.274
0.226	0	0.274
0.226	0	0.274
0.226	0	0.274
0.226	0	0.274
0.226	0	0.274
0.226	0	0.274
0.226	0	0.274
0.226	0	0.276
0.226	0	0.276
0.226	0	0.276
0.226	0	0.276
0.226	0	0.276
0.226	0	0.274
0.226	0	0.274
0.226	0	0.274
0.226	0	0.274
0.226	0	1.57
0.226	0	1.57
0.226	0	5.994
0.226	0	5.994
0.224	0	5.994
0.224	0	5.994
0.224	0	5.994
0.224	0	5.816
0.224	0	5.816
0.224	0	5.816
0.224	0	5.816
0.224	0	5.816
0.224	0	5.73
0.224	0	5.73
0.226	0	5.73
0.226	0	5.73
0.226	0	5.73
0.226	0	5.718
0.226	0	5.718
0.226	0	5.718
0.226	0	5.718
0.226	0	5.718
0.226	0	5.71
0.226	0	5.71
0.228	0	5.71
0.228	0	5.71
0.228	0	5.71
0.228	0	5.716
0.228	0	5.716
0.226	0	5.716
0.226	0	5.716
0.226	0	5.716
0.226	0	5.712
0.226	0	5.712
0.224	0	5.712
0.224	0	5.712
0.224	0	5.712
0.224	0	5.71
0.224	0	5.71
4.184	0	5.71
4.184	0	5.71
6.028	0	5.71
6.028	0	5.71
6.028	0	5.71
6.028	0	5.71
6.028	0	5.71
6.028	0	5.722
6.028	0	5.722
5.786	0	5.722
5.786	0	5.722
5.786	0	5.722
5.786	0	2.488
5.786	0	2.488
5.752	0	2.488
5.752	0	2.488
5.752	0	2.488
5.752	0	0.274
5.752	0	0.274
5.744	0	0.274
5.744	0	0.274
5.744	0	0.274
5.744	0	0.274
5.744	0	0.274
5.744	0	0.274
5.744	0	0.274
5.744	0	0.274
5.744	0	0.276
5.744	0	0.276
5.744	0	0.276
0.224	0	0.276
0.224	0	0.276
0.224	0	0.272
0.224	0	0.272
0.224	0	0.272
0.224	0	0.272
0.224	0	0.272
0.224	0	0.276
0.224	0	0.276
0.224	0	0.276
0.224	0	0.276
0.224	0	0.276
0.224	0	0.27
0.224	0	0.27
0.224	0	0.27
0.226	0	0.27
0.226	0	0.27
0.226	0	0.276
0.226	0	0.276
0.226	0	0.276
0.224	0	0.276
0.224	0	0.276
0.224	0	0.27
0.224	0	0.27
0.224	0	0.27
0.226	0	0.27
0.226	0	0.27
0.226	0	0.272
0.226	0	0.272
0.226	0	0.272
0.226	0	0.272
0.228	0	0.272
0.228	0	0.27
0.228	0	0.27
0.228	0	1.252
0.228	0	1.252
0.228	0	6.024
0.228	0	6.024
0.228	0	6.024
0.228	0	6.024
0.224	0	6.024
0.224	0	5.814
0.224	0	5.814
0.224	0	5.814
0.224	0	5.814
0.226	0	5.814
0.226	0	5.814
0.226	0	5.726
0.226	0	5.726
0.226	0	5.726
0.226	0	5.726
0.226	0	5.726
0.226	0	5.72
0.226	0	5.72
0.226	0	5.72
0.226	0	5.72
0.226	0	5.72
0.226	0	5.704
0.226	0	5.704
0.226	0	5.704
0.224	0	5.704
0.224	0	5.704
0.224	0	5.712
0.224	0	5.712
0.224	0	5.712
0.224	0	5.712
0.224	0	5.712
0.224	0	5.714
0.224	0	5.714
0.224	0	5.714
0.224	0	5.714
0.224	0	5.714
0.224	0	5.712
0.224	0	5.712
0.224	0	5.712
0.226	0	5.712
0.226	0	5.712
0.226	0	5.712
0.226	0	5.712
0.226	0	5.712
0.224	0	5.712
0.224	0	5.712
0.224	0	5.706
0.224	0	5.706
0.224	0	5.706
0.226	0	5.706
0.226	0	5.706
0.226	0	0.272
0.226	0	0.272
0.226	0	0.272
0.226	0	0.272
0.226	0	0.272
0.226	0	0.27
0.226	0	0.27
0.226	0	0.27
0.226	0	0.27
0.226	0	0.27
0.226	0	0.272
0.226	0	0.272
0.226	0	0.272
0.226	0	0.272
0.226	0	0.272
0.226	0	0.274
0.226	0	0.274
0.226	0	0.274
0.226	0	0.274
0.226	0	0.274
0.226	0	0.274
0.226	0	0.274
0.226	0	0.274
0.226	0	0.274
0.226	0	0.274
0.226	0	0.274
5.87	0	0.274
5.87	0	0.274
5.87	0	0.274
5.87	0	0.274
5.87	0	0.27
5.782	0	0.27
5.782	0	0.27
5.782	0	0.27
5.782	0	0.27
5.782	0	0.272
5.782	0	0.272
5.782	0	0.272
5.782	0	0.272
5.782	0	0.272
5.782	0	0.274
5.752	0	0.274
5.752	0	0.274
5.752	0	0.274
5.752	0	0.274
5.752	0	0.274
5.75	0	0.274
5.75	0	0.274
5.75	0	0.274
5.75	0	2.442
5.75	0	2.442
1.288	0	6
1.288	0	6
1.288	0	6
1.288	0	6
1.288	0	6
0.224	0	5.818
0.224	0	5.818
0.224	0	5.818
0.224	0	5.818
0.224	0	5.818
0.224	0	5.742
0.226	0	5.742
0.226	0	5.742
0.226	0	5.742
0.226	0	5.742
0.226	0	5.736
0.228	0	5.736
0.228	0	5.736
0.228	0	5.736
0.228	0	5.736
0.228	0	5.724
0.224	0	5.724
0.224	0	5.724
0.224	0	5.724
0.224	0	5.724
0.224	0	5.716
0.224	0	5.716
0.224	0	5.716
0.224	0	5.716
0.224	0	5.716
0.224	0	5.022
0.224	0	5.022
0.224	0	5.022
0.224	0	5.022
0.224	0	5.022
0.224	0	0.266
0.226	0	0.266
0.226	0	0.266
0.226	0	0.266
0.226	0	0.266
0.226	0	0.272
0.224	0	0.272
0.224	0	0.272
0.224	0	0.272
0.224	0	0.272
0.224	0	0.274
0.224	0	0.274
0.224	0	0.274
0.224	0	0.274
0.224	0	0.274
0.224	0	0.272
0.226	0	0.272
0.226	0	0.272
0.226	0	0.272
0.226	0	0.272
0.226	0	0.27
0.226	0	0.27
0.226	0	0.27
0.226	0	0.27
0.226	0	0.27
0.226	0	0.268
0.228	0	0.268
0.228	0	0.268
0.228	0	0.268
0.228	0	0.268
0.228	0	0.274
0.228	0	0.274
0.228	0	0.274
0.228	0	0.274
0.228	0	0.274
0.228	0	0.27
0.226	0	0.27
0.226	0	0.27
0.226	0	0.27
0.226	0	0.27
0.226	0	0.27
0.226	0	0.27
0.226	0	0.27
0.226	0	0.27
0.226	0	0.27
0.226	0	0.268
0.228	0	0.268
0.228	0	0.268
0.228	0	0.268
0.228	0	0.268
0.228	0	0.272
0.224	0	0.272
0.224	0	0.272
0.224	0	0.272
0.224	0	0.272
0.224	0	0.272
0.228	0	0.272
0.228	0	0.272
0.228	0	0.272
0.228	0	0.272
0.228	0	0.272
0.224	0	0.272
0.224	0	0.272
0.224	0	0.272
0.224	0	0.272
0.224	0	0.27
0.226	0	0.27
0.226	0	0.27
0.226	0	0.27
0.226	0	0.27
0.226	0	0.272
0.226	0	0.272
0.226	0	0.272
0.226	0	0.272
0.226	0	0.272
0.226	0	0.27
0.228	0	0.27
0.228	0	0.27
0.228	0	0.27
0.228	0	0.27
0.228	0	0.27
0.226	0	0.27
0.226	0	0.27
0.226	0	0.27
0.226	0	0.27
0.226	0	0.272
0.228	0	0.272
0.228	0	0.272
0.228	0	0.272
0.228	0	0.272
0.228	0	0.27
0.226	0	0.27
0.226	0	0.27
0.226	0	0.27
0.226	0	0.27
0.226	0	0.274
0.226	0	0.274
0.224	0	0.274
0.224	0	0.274
0.224	0	0.274
0.224	0	0.27
0.224	0	0.27
0.224	0	0.27
0.224	0	0.27
0.224	0	0.27
0.224	0	0.274
0.228	0	0.274
0.228	0	0.274
0.228	0	0.274
0.228	0	0.274
0.228	0	0.27
0.224	0	0.27
0.224	0	0.27
0.224	0	0.27
0.224	0	0.27
0.224	0	0.27
0.226	0	0.27
0.226	0	0.27
0.226	0	0.27
0.226	0	0.27
0.226	0	0.27
0.226	0	0.27
0.226	0	0.27
0.226	0	0.27
0.226	0	0.27
0.226	0	0.268
0.226	0	0.268
0.226	0	0.268
0.226	0	0.268
0.226	0	0.268
0.226	0	0.268
0.226	0	0.268
0.226	0	0.268
0.226	0	0.268
0.226	0	0.268
0.226	0	0.264
0.226	0	0.264
0.226	0	0.264
0.226	0	0.264
0.226	0	0.264
0.226	0	0.266
0.226	0	0.266
0.226	0	0.266
0.226	0	0.266
0.226	0	0.266
0.226	0	0.268
0.226	0	0.268
0.226	0	0.268
0.226	0	0.268
0.226	0	0.268
0.226	0	0.272
0.226	0	0.272
0.226	0	0.272
0.226	0	0.272
0.226	0	0.272
0.226	0	0.27
0.226	0	0.27
0.222	0	0.27
0.222	0	0.27
0.222	0	0.27
0.222	0	0.268
0.226	0	0.268
0.226	0	0.268
0.226	0	0.268
0.226	0	0.268
0.226	0	0.27
0.226	0	0.27
0.226	0	0.27
0.226	0	0.27
0.226	0	0.27
0.226	0	0.27
0.224	0	0.27
0.224	0	0.27
0.224	0	0.27
0.224	0	0.27
0.224	0	0.266
0.226	0	0.266
0.226	0	0.266
0.226	0	0.266
0.226	0	0.266
0.226	0	0.268
0.224	0	0.268
0.224	0	0.268
0.224	0	0.268
0.224	0	0.268
0.224	0	0.266
0.224	0	0.266
0.224	0	0.266
0.224	0	0.266
0.224	0	0.266
0.224	0	0.266
0.224	0	0.268
0.224	0	0.268
0.224	0	0.268
0.224	0	0.268
0.224	0	0.266
0.226	0	0.266
0.226	0	0.266
0.226	0	0.266
0.226	0	0.266
0.226	0	0.268
0.222	0	0.268
0.222	0	0.268
0.222	0	0.268
0.222	0	0.268
0.222	0	0.272
0.224	0	0.272
0.224	0	0.272
0.224	0	0.272
0.224	0	0.272
0.224	0	0.268
0.224	0	0.268
0.224	0	0.268
0.224	0	0.268
0.224	0	0.268
0.224	0	0.272
0.224	0	0.272
0.224	0	0.272
0.224	0	0.272
0.224	0	0.272
0.224	0	0.27
0.222	0	0.27
0.222	0	0.27
0.222	0	0.27
0.222	0	0.27
0.222	0	0.272
0.222	0	0.272
0.222	0	0.272
0.222	0	0.272
0.222	0	0.272
0.222	0	0.272
0.222	0	0.272
0.222	0	0.272
0.222	0	0.272
0.222	0	0.272
0.222	0	0.27
0.222	0	0.27
0.222	0	0.27
0.222	0	0.27
0.222	0	0.27
0.222	0	0.27
0.222	0	0.27
0.222	0	0.27
0.222	0	0.27
0.222	0	0.27
0.222	0	0.27
0.222	0	0.27
0.224	0	0.27
0.224	0	0.27
0.224	0	0.27
0.224	0	0.266
0.224	0	0.266
0.224	0	0.266
0.224	0	0.266
0.224	0	0.266
0.224	0	0.268
0.224	0	0.268
0.224	0	0.268
0.224	0	0.268
0.224	0	0.268
0.224	0	0.268
0.224	0	0.268
0.224	0	0.268
0.224	0	0.268
0.224	0	0.268
0.224	0	0.27
0.224	0	0.27
0.224	0	0.27
0.224	0	0.27
0.224	0	0.27
0.224	0	0.27
0.224	0	0.27
0.224	0	0.27
0.224	0	0.27
0.224	0	0.27
0.224	0	0.272
0.224	0	0.272
0.226	0	0.272
0.226	0	0.272
0.226	0	0.272
0.226	0	0.27
0.226	0	0.27
0.226	0	0.27
0.226	0	0.27
0.226	0	0.27
0.226	0	0.272
0.226	0	0.272
0.224	0	0.272
0.224	0	0.272
0.224	0	0.272
0.224	0	0.27
0.224	0	0.27
0.224	0	0.27
0.224	0	0.27
0.224	0	0.27
0.224	0	0.272
0.224	0	0.272
0.222	0	0.272
0.222	0	0.272
0.222	0	0.272
0.222	0	0.004
0.222	0	0.004
0.222	0	0.004
0.222	0	0
0.222	0	0
0.222	0	0
0.222	0	0
0.224	0	0
0.224	0	0
0.224	0	0
0.224	0	0
0.224	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
